།	punc -
ལས	case.abl -	n.count -
ལས་	case.abl -	dunno -	n.count -	v.invar -
ལས་ངན་	n.count -
ལས་ངན་སྡིག་པ་	n.count -
ལས་ཅན་ཆོས་	n.count -
ལས་ཆེ	cv.odd -
ལས་ཆེ་	cv.odd -
ལས་པ་	n.v.invar -
ལས་མི་	n.count -
ལས་འདའ་ས་མེད་པ་	dunno -
ལས་འཕྲོ་ཅན་	adj -
ལས་འབྲས་	n.count -
ལས་འབྲེལ་	n.count -
ལས་རྒྱུ་འབྲས	n.count -
ལས་སྐོས་	n.count -
ལས་སྒྲིབ་	n.count -
ལས་སྡིག་སྒྲིབ་	n.count -
ལིང་	adv.mim -
ལུགས་	n.count -
ལུང་	n.count -
ལུང་ཐག་	n.count -
ལུང་པ་	n.count -
ལུང་བ	n.count -
ལུང་བ་	n.count -
ལུང་བ་ཁ་བྱང་	n.count -
ལུང་བསྟན་	n.count -
ལུང་སྟོང་	n.count -
ལུད་	n.mass -
ལུས	n.count -	v.invar -
ལུས་	n.count -	v.invar -	v.past.v.pres -
ལུས་ངག་	n.count -
ལུས་ངག་ཡིད་	n.count -
ལུས་ངག་སེམས་	n.count -
ལུས་པ	n.v.invar -	n.v.past -
ལུས་པ་	n.v.invar -
ལུས་པོ་	n.count -
ལུས་ཟུངས་	n.count -
ལུས་སེམས་	n.count -
ལུས་སྟོབས་	n.count -
ལུས་སྲོག་	n.count -
ལེགས་	v.invar -
ལེགས་པ	n.v.invar -
ལེགས་པ་	n.v.invar -
ལེགས་ས	n.v.invar -
ལེན་	v.pres -
ལེན་པ	n.v.pres -
ལེན་པ་	n.v.pres -
ལོ	cv.fin -	n.count -
ལོ་	cv.fin -	cv.odd -	n.count -
ལོ་ཁྲིམས་	n.count -
ལོ་ཏོག་	n.count -
ལོ་མཆོད་	n.count -
ལོ་ཙ་	n.count -
ལོ་ཙ་བ་	n.count -
ལོ་ཙཱ་	n.count -
ལོ་ཙཱ་བ་	n.count -
ལོ་ཙྪ	n.count -
ལོ་ཙྪ་བ	n.count -
ལོ་འདབ་	n.count -
ལོ་རྒྱུས་	n.count -
ལོ་ལེགས་	n.count -
ལོག	v.invar -
ལོག་	v.imp -	v.invar -	v.past.v.pres -	v.pres -
ལོག་གེ་བ་	adj -
ལོག་དག་	n.count -
ལོག་ལྟ	n.count -
ལོག་ལྟ་	n.count -
ལོགས་	n.rel -
ལོང་	n.count -	v.imp -	v.invar -
ལོངས	v.imp -	v.past -
ལོངས་	v.imp -	v.past -
ལོངས་པ	n.v.past -
ལོངས་པ་	n.v.past -
ལོངས་སྐུ	n.count -
ལོངས་སྤྱོད་	n.count -
ལོན་པ་	n.v.past.n.v.pres -
ལོབས་	v.past -
ལོས་	v.invar -
ལྐོག་	n.count -
ལྔ	num.card -
ལྔ་	num.card -
ལྔ་པ	num.ord -
ལྔ་པ་	num.ord -
ལྕག་	n.count -
ལྕག་པ་	dunno -
ལྕག་འདེབས་	n.count -
ལྕགས་	n.mass -
ལྕམ	n.count -
ལྕམ་སྲིང་	n.count -
ལྕེབ་	v.fut.v.pres -
ལྕེབ་པ	n.v.fut.n.v.pres -
ལྕེབ་པ་	n.v.fut.n.v.pres -
ལྕེབས་	v.past -
ལྕོགས་	v.imp -	v.invar -
ལྗང་བ་	n.count -
ལྟ	cl.focus -	n.rel -	v.pres -
ལྟ་	n.rel -	v.pres -
ལྟ་ནན་	n.count -
ལྟ་བ	n.v.pres -
ལྟ་བ་	n.v.pres -
ལྟ་བསྒོམ་	n.count -
ལྟ་བུ	adj -	n.rel -
ལྟ་བུ་	adj -	n.rel -
ལྟ་རྟོག་	n.count -
ལྟ་སྒོམ་ཉམས་	n.count -
ལྟ་སྟངས་	n.count -
ལྟག་	n.rel -
ལྟང་	n.count -
ལྟང་མ	dunno -
ལྟད་མོ་	n.count -
ལྟས་པ	n.v.past -
ལྟས་སྣང་	n.count -
ལྟེ་བ་མན་	n.count -
ལྟོ་	n.count -
ལྟོ་གོས་	n.count -
ལྟོ་གོས་གཏམ་	n.count -
ལྟོ་གོས་ཆོས་	n.count -
ལྟོ་ངན་	n.count -
ལྟོ་ཚིལ་	n.count -
ལྟོགས་	v.invar -
ལྟོགས་གྲི	n.count -
ལྟོགས་པ་	n.v.invar -
ལྟོང་	n.count -
ལྟོངས་	n.count -
ལྟོས	v.imp -	v.invar -
ལྟོས་	v.imp -	v.invar -
ལྟོས་པ	n.v.past -
ལྟོས་མེད་	adj -
ལྡང་	v.invar -
ལྡང་བ	n.v.fut.n.v.pres -	n.v.invar -
ལྡང་བ་	n.v.invar -
ལྡན་	v.fut.v.pres -	v.invar -
ལྡན་པ	n.v.past.n.v.pres -
ལྡན་པ་	n.v.past.n.v.pres -
ལྡིང་	v.invar -
ལྡིང་ཁང་	n.count -
ལྡིང་བ་	n.v.invar -
ལྡིར	v.invar -
ལྡུག་པ	n.v.fut.n.v.pres -
ལྡུག་པ་	n.v.fut.n.v.pres -
ལྡུད	v.invar -
ལྡུམ་བུ་	n.count -
ལྡོག་པ	n.v.invar -
ལྤགས་པ་	n.count -
ལྷ	n.count -
ལྷ་	n.count -
ལྷ་ཁ་	n.count -
ལྷ་ཁང་	n.count -
ལྷ་ཆོས་	n.count -
ལྷ་བདེ་གཤེགས་	n.count -
ལྷ་བླ་མ་དཀོན་མཆོག་	n.count -
ལྷ་མི་	n.count -
ལྷ་འདྲེ་	n.count -
ལྷ་སྲིན་སྡེ་	n.count -
ལྷག་	n.count -	v.invar -
ལྷག་ཆད་	n.count -
ལྷག་པ	n.v.invar -
ལྷག་པ་	n.v.invar -
ལྷག་བསམ་	n.count -
ལྷག་མ་	n.count -
ལྷག་མཐོང་	n.count -
ལྷག་རོ་	n.count -
ལྷང་བ་	n.v.invar -
ལྷན་	n.count -	v.invar -
ལྷན་པ་	n.count -	n.v.pres -
ལྷམ	n.count -
ལྷམ་	n.count -
ལྷུ	n.count -
ལྷུ་	n.count -
ལྷུག་གེ་	adj -
ལྷུང་	v.past.v.pres -
ལྷུང་བ	n.v.invar -
ལྷུན་གྲུབ་	n.prop -
ལྷུན་སྟུག་གངས་རི་	n.count -
ལྷོ	n.count -
ལྷོ་	n.count -
ལྷོ་བྲག་	n.prop -
ལྷོ་བྲག་གྲོ་བོ་ལུང་	n.prop -
ལྷོ་བྲག་མར་པ	n.prop -
ལྷོ་བྲག་སྟག་ཉ	n.prop -
ལྷོ་རྨི་ལམ་	n.count -
ལྷོད་	v.imp -
ལྷོད་ཆ་	n.count -
ལྷོད་པ་	n.v.invar -
ཤ་	n.mass -
ཤ་ཁོག་	n.count -
ཤ་ཆང་	n.count -
ཤ་ཚོད་	n.count -
ཤ་རུས་	n.count -
ཤ་ལྤགས་	n.count -
ཤགས་	n.count -
ཤད་པ་	n.v.invar -
ཤམ་བུ་	n.count -
ཤར	v.past -
ཤར་	n.count -	v.past -
ཤར་ཕྱོགས་	n.count -
ཤར་བ	n.v.past -
ཤར་བ་	n.v.past -
ཤར་རྨི་ལམ་	n.count -
ཤས་	d.plural -
ཤས་དག་	d.det -
ཤི	v.past -
ཤི་	v.past -
ཤི་དུར་ཁུང་	n.count -
ཤི་བ	n.v.past -
ཤི་བ་	n.v.past -
ཤི་ཚུལ་	n.v.past -
ཤིག	cv.imp -
ཤིག་	cv.imp -	d.indef -	v.imp -
ཤིག་གེ་བ་	adj -
ཤིང་	cv.impf -	n.count -
ཤིང་གཤགས་	n.count -
ཤིན་	adv.intense -
ཤུགས་རིང་	n.count -
ཤུགས་རིངས་	dunno -
ཤུད་དེ་བ་	adj -
ཤུབས་	n.count -
ཤུལ་	n.count -
ཤུལ་རིངས་	adj -
ཤེད་	n.count -
ཤེད་ཇེ་ཆེ་	adj -
ཤེད་པོ་ཆེ་	adj -
ཤེལ་	n.mass -
ཤེས	v.aux -	v.fut.v.pres -	v.invar -
ཤེས་	v.aux -	v.invar -	v.past -	v.past.v.pres -
ཤེས་པ	n.v.aux -	n.v.fut.n.v.pres -	n.v.invar -
ཤེས་པ་	n.v.fut.n.v.pres -	n.v.invar -
ཤེས་བྱ་	n.v.fut -
ཤེས་རབ་	n.count -
ཤོ་	n.count -
ཤོག	v.imp -
ཤོག་	v.imp -
ཤོག་དྲིལ་	n.count -
ཤོག་རིལ་	n.count -
ཤོད་	v.imp -
ཤོད་པ	n.v.pres -
ཤོམས་	v.imp -
ཤོར	v.past -
ཤོར་	v.fut.v.past -
ཤོར་བ	n.v.fut.n.v.pres -
ཤོར་བ་	n.v.past -
ཤོལ་	v.pres -
ཤྲཱི་རི་	n.prop -
ས	case.agn -	n.count -	n.rel -
ས་	case.agn -	n.count -	n.mass -
ས་ཁུང་	n.count -
ས་གདན་	n.count -
ས་གཞི་	n.count -
ས་ཕུད་	n.count -
ས་བོན་	n.count -
ས་མཁར་	n.count -
ས་མཚམས	n.count -
ས་མལ་	n.count -
ས་ཚུབ་	n.count -
ས་འགག་	n.count -
ས་རྡོ་	n.count -
སང་	adv.temp -	v.past -
སང་ཉིན་	adv.temp -
སངས་	v.invar -	v.past -
སངས་པ	n.v.fut.n.v.pres -
སངས་པ་	n.v.fut.n.v.past -
སངས་རྒྱས་	n.count -
སངས་རྒྱས་བསྟན་པ	n.count -
སད་	v.past -
སད་པ་	n.v.invar -
སམ	cv.ques -
སམ་	cv.ques -
སར་པ	adj -
སལ་ལེ་	adj -
སིང་	v.pres -
སིང་ངེ་བ་	adj -
སིང་བ་	n.v.pres -
སིལ་མ་	n.count -
སུ	case.term -	p.interrog -
སུ་	case.term -	cv.term -	dunno -	p.interrog -
སུན་མ་	n.count -
སུབས་	v.past -
སུམ་	num.card -
སུམ་ཆ་	num.card -
སུམ་རྩེག་སྙེས་འབོལ་	n.count -
སེ་གོལ་	n.count -
སེང་	n.count -	v.invar -
སེང་གཡུ་རལ་	n.count -
སེང་གེ	n.count -
སེང་གེ་	n.count -
སེང་གེ་སྲབ་མེད་	n.prop -
སེང་ཆེན་	n.count -
སེང་ཕྲུག་	n.count -
སེང་ལྟེང་	n.mass -
སེང་ལྡེང་	n.mass -
སེམས་	n.count -	v.pres -
སེམས་ཁྲལ་	adj -
སེམས་གསོ་	n.count -
སེམས་ཅན	n.count -
སེམས་ཅན་	n.count -
སེམས་ཅན་དོན་	n.count -
སེམས་པ	n.v.pres -
སེམས་བསྐྱེད་	n.count -
སེམས་ལས་	n.count -
སེར་	n.mass -
སེར་ཀ	n.count -
སེར་ཁྱུག་གེ་	adj -
སེར་ཁྲལ་	n.count -
སེར་བ	n.mass -
སེར་བ་	n.count -	n.mass -
སེར་མོ་	adj -
སེར་འཕྲེང་	n.count -
སེར་སྣ	n.count -
སེལ་	n.count -	v.pres -
སོ	cv.fin -
སོ་	cv.fin -	n.count -	num.card -
སོ་ནམ་	n.count -
སོ་ནམ་རེམ་	n.count -
སོ་མ་	adj -
སོ་འཚམས་	n.count -
སོ་སོ	p.indef -
སོ་སོ་	p.indef -
སོག་	d.det -	v.pres -
སོག་པ	n.v.pres -
སོག་པ་	n.v.pres -
སོག་འཇོག་	n.count -
སོགས	d.det -
སོགས་	d.det -	v.invar -
སོགས་པ	n.v.invar -
སོགས་པ་	n.v.invar -
སོང་	v.imp -	v.past -
སོང་པ	n.v.past -
སོང་བ	n.v.past -
སོང་བ་	n.v.past -
སོངས་	v.imp -
སོད་	v.pres -
སོད་པ	n.v.pres -
སོད་པ་	n.v.pres -
སོམས	v.imp -
སོར་མོ་	n.count -
སོལ	v.pres -
སོས	v.past -
སོས་	v.past -
སོས་པ་	n.v.past -
སོས་བ	n.v.past -
སྐད	v.invar -
སྐད་	n.count -	n.rel -
སྐབས་	n.count -	n.rel -
སྐམ་པ་	n.count -
སྐམ་ས	n.count -
སྐར་ཁུང་	n.count -
སྐར་ཆེན་འོད་འཕྲོ་	n.prop -
སྐར་མ་	n.count -
སྐལ་	n.count -
སྐལ་བ་	n.count -
སྐལ་བ་ཅན་	adj -
སྐལ་ལྡན་	adj -
སྐས་	n.count -
སྐས་ཐེམ་	n.count -
སྐུ	n.count -
སྐུ་	n.count -
སྐུ་ཁམས་	n.count -
སྐུ་གསུང་ཐུགས་	n.count -
སྐུ་དཔང་	n.count -
སྐུ་དབང་	n.count -
སྐུ་དྲིན་	n.count -
སྐུ་དྲིན་ཅན	adj -
སྐུ་འཕྲེང་བ	n.count -
སྐུ་རྒྱན	n.count -
སྐུ་རྒྱན་	n.count -
སྐུ་རྩེད་	n.count -
སྐུ་ལུས་	n.count -
སྐུ་ཤ་	n.count -
སྐུངས་	v.past -
སྐུངས་པ་	n.v.past -
སྐུད་པ་	n.count -	n.v.pres -
སྐེ་རགས་	n.count -
སྐོམ་	v.invar -
སྐོར་	n.rel -	v.pres -
སྐོར་བ	n.v.pres -
སྐོར་བ་	n.v.pres -
སྐྱ་	v.invar -
སྐྱ་བ་	n.v.invar -
སྐྱ་བོ་	adj -
སྐྱ་རྔ	n.prop -
སྐྱ་རྔ་རྩ་	n.prop -
སྐྱབས་	n.count -	v.past -
སྐྱབས་འགྲོ	n.count -
སྐྱི	v.pres -
སྐྱིད་	v.pres -
སྐྱིད་གྲོང་	n.prop -
སྐྱིད་ཆོས་	n.count -
སྐྱིད་པ	n.v.invar -
སྐྱིད་པ་	n.v.invar -
སྐྱིད་པོ་	adj -
སྐྱིད་ཕུག་	n.prop -
སྐྱིད་ཕོ་	adj -
སྐྱིད་བ	n.v.invar -
སྐྱིད་འདོད་	n.count -
སྐྱིད་སྟོན་	n.count -
སྐྱིད་སྡུག་	n.count -
སྐྱིན་	v.pres -
སྐྱིན་པ་	n.v.pres -
སྐྱུག་	n.count -	v.fut.v.pres -
སྐྱུངས་	v.imp -
སྐྱུར་	v.pres -
སྐྱུར་དད་	n.count -
སྐྱེ	v.fut.v.pres -
སྐྱེ་	v.fut.v.pres -
སྐྱེ་པོ	n.count -
སྐྱེ་བ	n.v.fut.n.v.pres -
སྐྱེ་བ་	n.v.fut.n.v.pres -
སྐྱེ་བོ་	n.count -
སྐྱེ་ཚུལ་	n.v.fut.n.v.pres -
སྐྱེ་འཕེལ་	n.count -
སྐྱེངས་	v.invar -	v.past.v.pres -
སྐྱེད་	v.imp -
སྐྱེད་པ་	n.v.pres -
སྐྱེད་སྒོ	n.count -
སྐྱེལ	v.pres -
སྐྱེལ་	v.pres -
སྐྱེལ་ཆང་	n.count -
སྐྱེལ་བ	n.v.pres -
སྐྱེལ་བ་	n.v.pres -
སྐྱེལ་མ་	n.count -
སྐྱེས	v.past -
སྐྱེས་	n.count -	v.past -
སྐྱེས་དག	n.count -
སྐྱེས་པ	n.v.past -
སྐྱེས་པ་	n.count -	n.v.past -
སྐྱེས་བུ	n.count -
སྐྱེས་བུ་	n.count -
སྐྱེས་མཆོག་	n.count -
སྐྱོ་	n.count -	v.invar -	v.past.v.pres -
སྐྱོ་གྲི	n.count -
སྐྱོ་ཆད་	n.count -
སྐྱོ་བ	n.v.invar -
སྐྱོ་བ་	n.v.invar -
སྐྱོ་མོ་	adj -
སྐྱོ་ཚ་	n.count -
སྐྱོ་ཤས་	adj -	n.count -
སྐྱོ་ཤས་སྙིང་རླུང་	n.count -
སྐྱོང་	v.pres -
སྐྱོང་བ	n.v.invar -
སྐྱོངས	v.imp -
སྐྱོན་	n.count -	v.fut.v.pres -
སྐྱོན་པ	n.v.pres -
སྐྱོལ	v.imp -
སྐྱོལ་	v.imp -
སྐྱོས་	v.imp -
སྐྲ་	n.count -
སྐྲག་	v.invar -	v.past.v.pres -
སྒ་ཁྲ་	n.count -
སྒ་སྲབ་	n.count -
སྒང་	n.count -
སྒལ་དམིག་	n.count -
སྒལ་པ	n.count -
སྒལ་པ་	n.count -	n.v.pres -
སྒལ་ཚགས་	n.count -
སྒུག་	v.pres -
སྒུར་	v.imp -
སྒོ	n.count -
སྒོ་	n.count -	n.rel -
སྒོ་ཁྱི	n.count -
སྒོམ	v.pres -
སྒོམ་	n.count -	v.pres -
སྒོམ་ཆེན་	n.count -
སྒོམ་ཐག་	n.count -
སྒོམ་ཐབས་	n.count -
སྒོམ་པ	n.v.pres -
སྒོམ་པ་	n.v.pres -
སྒོམ་པ་འོད་གསལ་མཁྱེན་བརྩེ་	n.count -
སྒོམ་སྲན་	n.count -
སྒོམས	v.imp -
སྒོས་	adv.proclausal -
སྒྱུ་མ་	n.count -
སྒྱུ་མ་ལུས་	n.count -
སྒྱུ་ལུས་	n.count -
སྒྱེ	dunno -	n.count -
སྒྱེ་	n.count -
སྒྲ་བསྐྱུར་	n.count -
སྒྲ་བསྒྱུར་	n.count -
སྒྲིག་	v.pres -
སྒྲིག་པ	n.v.pres -
སྒྲིབ་གཡོགས་མེད་	adj -
སྒྲིལ་	v.pres -
སྒྲིལ་བ	n.v.pres -
སྒྲུབ	v.pres -
སྒྲུབ་	n.count -	v.imp -	v.pres -
སྒྲུབ་ཁང་	n.count -
སྒྲུབ་པ	n.v.pres -
སྒྲུབ་པ་	n.v.pres -
སྒྲུབ་པ་པོ་	n.count -
སྒྲུབ་བ་	n.v.pres -
སྒྲུབ་བརྒྱགས་	n.count -
སྒྲུབ་འབྲས་	n.count -
སྒྲུབ་རྒྱགས་	n.count -
སྒྲུབ་རྒྱུད་	n.count -
སྒྲུབས་	v.imp -
སྒྲུབས་པ	n.v.past -
སྒྲུབས་པ་	n.v.imp -
སྒྲེགས་པ་	n.v.past -
སྒྲོ་	n.count -
སྒྲོ་འདོགས་	n.count -
སྒྲོན་མེ་	n.count -
སྒྲོམ་བུ་	n.count -
སྒྲོལ་	v.pres -
སྒྲོལ་བ	n.v.pres -
སྒྲོས་	n.count -
སྔ	adv.temp -
སྔ་	adv.temp -
སྔ་བ་	n.v.invar -
སྔ་མ་	adj -
སྔ་མོ	adv.temp -
སྔ་སོ	adv.temp -
སྔ་སོ་	adv.temp -
སྔགས་	n.count -	v.pres -
སྔགས་པའི་མཁར་	n.prop -
སྔས་	n.count -
སྔས་པ་	n.v.past.n.v.pres -
སྔས་མགོ	n.count -
སྔོ་	dunno -	n.count -	v.pres -
སྔོ་ཞོལ་ལེ་བ་	adj -
སྔོ་ཟིང་ངེ་བ་	adj -
སྔོ་སངས་མ་	adj -
སྔོ་ཧྲེང་ཧྲེང་	adj -
སྔོན་	adv.temp -
སྔོན་པོ་	adj -
སྙད་	n.count -
སྙན	v.fut.v.pres -
སྙན་	n.count -	v.fut.v.pres -
སྙན་གྲགས་	n.count -
སྙན་ཅུང་	n.count -
སྙན་པ་	n.count -
སྙན་པོ་	adj -
སྙན་བརྒྱུད་	n.count -
སྙན་བསྐུལ་	n.count -
སྙམ	v.invar -
སྙམ་	v.invar -	v.past.v.pres -
སྙམ་པ	n.v.invar -
སྙམ་པ་	n.v.invar -
སྙིགས་མ་	n.count -
སྙིང་	n.count -
སྙིང་གཏམ	n.count -
སྙིང་གཏམ་	n.count -
སྙིང་པོ	n.count -
སྙིང་པོ་	n.count -
སྙིང་མ་པ	n.count -
སྙིང་མ་སྡུག་	n.count -
སྙིང་མེད་	n.count -
སྙིང་ཚིམ་	n.count -
སྙིང་རུས་	n.count -
སྙིང་རུས་ཅན་	adj -
སྙིང་རུས་ལུས་	n.count -
སྙིང་རེ་རྗེ	adj -
སྙིང་རྗེ	n.count -
སྙིང་རྗེ་	n.count -
སྙིང་རླུང་	n.count -
སྙེ་མ་	n.count -
སྙེད་	d.tsam -
སྙེལ་	v.pres -
སྙོག	v.pres -
སྙོག་	v.pres -
སྙོམས་	v.past.v.pres -
སྙོམས་པ	n.v.pres -
སྟ་གོན་	n.count -
སྟག་	n.count -
སྟག་གྲ་འཛུམ་	n.count -
སྟག་མོ་	n.count -
སྟན་	n.count -
སྟབས་	n.count -
སྟེ	cv.sem -
སྟེ་	cv.sem -
སྟེང་	d.dem -	n.rel -
སྟེང་གཡོགས་	n.count -
སྟེངས་	n.rel -
སྟེར	v.imp -	v.invar -
སྟེར་	dunno -	v.fut.v.pres -	v.imp -	v.invar -
སྟེར་བ	n.v.fut.n.v.pres -
སྟེར་བ་	n.v.fut.n.v.pres -
སྟེར་རྒྱུ་	n.v.invar -
སྟོ་བ་	n.v.fut.n.v.pres -
སྟོང་	num.card -	v.invar -
སྟོང་ཉིད	n.count -
སྟོང་ཉིད་	n.count -
སྟོང་པ	n.v.invar -
སྟོང་པ་ཉིད་	n.count -
སྟོངས	v.past.v.pres -
སྟོངས་	v.past -
སྟོད་	n.rel -
སྟོད་གཡོགས་	n.count -
སྟོད་སྨད་	n.count -
སྟོན	v.imp -
སྟོན་	v.imp -	v.pres -
སྟོན་གྲལ་	n.count -
སྟོན་ཆུང་	n.count -
སྟོན་ཐོག་	n.count -
སྟོན་པ	n.v.pres -
སྟོན་པ་	n.v.pres -
སྟོན་མོ་	n.count -
སྟོབས་	n.count -
སྟོབས་མེད་ལུས་	n.count -
སྟོར་	v.invar -	v.past.v.pres -
སྡང་དགྲ	n.count -
སྡང་པོ་	n.count -
སྡང་བ	n.v.invar -
སྡང་བ་	n.v.invar -
སྡང་བ་དགྲ་	n.count -
སྡིག་	n.count -
སྡིག་པ	n.count -	n.v.pres -
སྡིག་པ་	n.v.pres -
སྡིག་པོ་ཆེ་	adj -
སྡིག་སྒྲིབ་	n.count -
སྡིག་སྒྲིབ་མ་	n.count -
སྡིག་སྤྱོད་	n.count -
སྡིགས་མོ་	n.count -
སྡུག་	n.count -	v.fut.v.pres -	v.invar -
སྡུག་གྲི	n.count -
སྡུག་པ	n.v.invar -
སྡུག་པ་	n.v.invar -
སྡུག་པོ་	adj -	n.count -
སྡུག་པོ་གཏོང་མཁན་	n.count -
སྡུག་བསྔལ་	n.count -
སྡུག་བསྔལ་ཕོངས་གྲི	n.count -
སྡུག་བསྲན་ཅན	adj -
སྡུག་མད་	n.count -
སྡུད་པ་	n.v.pres -
སྡུར་	v.imp -
སྡུར་བ	n.v.pres -
སྡེབས་	v.imp -	v.past -
སྡེར་	n.count -
སྡོང་	v.pres -
སྡོང་དབང་	n.count -
སྡོང་བོ་	n.count -
སྡོད	dunno -	v.fut.v.pres -	v.imp -
སྡོད་	v.fut.v.pres -	v.imp -	v.pres -
སྡོད་པ	n.v.fut.n.v.pres -
སྡོད་པ་	n.v.fut.n.v.pres -
སྡོམ་	n.count -
སྡོམ་པ་	n.count -
སྡོར་	n.count -
སྣ	n.count -
སྣ་	n.count -
སྣ་དགུ་	d.plural -
སྣ་ཚོགས་	d.plural -
སྣ་ཚོགས་སྤྲུལ་པ	n.count -
སྣ་འདྲེན	n.count -
སྣ་རེ་	d.det -
སྣ་ལེན་	n.count -
སྣང་	v.invar -
སྣང་ངན་	n.count -
སྣང་ངོ་	n.count -
སྣང་ཆུང་	n.count -
སྣང་བ་	n.v.fut.n.v.pres -	n.v.invar -
སྣང་བ་གདོང་	n.count -
སྣང་ཚུལ་	n.v.invar -
སྣམ་ཕྲུག་	n.count -
སྣམ་བུ་	n.mass -
སྣར་	n.prop -
སྣུམ་	n.count -
སྣོག་མོ་	n.prop -
སྣོད་	n.count -
སྣོད་ཆུང་	n.count -
སྣོད་ལྡན་	adj -
སྣོད་སྤྱད་	n.count -
སྣོམས་	v.imp -
སྤང་	v.fut -
སྤངས་	v.past -
སྤངས་པ	n.v.past -
སྤངས་པ་	n.v.past -
སྤར་	n.count -	v.fut.v.past -
སྤུ་	n.mass -
སྤུངས་	v.past -
སྤུན་	n.count -
སྤེན་	n.mass -
སྤེན་བད་	n.mass -
སྤེན་མ	n.count -
སྤེན་མ་	n.count -
སྤེའུ	n.count -
སྤེའུ་ལག་ངར་	n.count -
སྤེལ་	v.imp -
སྤེལ་བ	n.v.fut.n.v.pres -
སྤོངས	v.imp -
སྤོངས་	v.imp -
སྤོབས	v.past -
སྤོབས་པ	n.v.past -
སྤོབས་པ་	n.v.invar -
སྤྱད་	v.fut.v.past -	v.past -
སྤྱད་པ	n.v.fut.n.v.past -	n.v.past -
སྤྱད་པ་	n.v.fut.n.v.past -
སྤྱད་ཚུལ་	n.v.fut.n.v.past -
སྤྱན་	n.count -
སྤྱན་ཆབ་	n.count -
སྤྱན་མིག་	n.count -
སྤྱན་སྔ	n.count -
སྤྱར་	v.past -
སྤྱི	d.plural -
སྤྱི་	d.plural -
སྤྱི་བོ	n.count -
སྤྱོད་	v.pres -
སྤྱོད་ཁྱེར་	n.count -
སྤྱོད་པ་	n.v.pres -
སྤྱོད་ལམ་	n.count -
སྤྲང་	n.count -
སྤྲང་པོ	n.count -
སྤྲང་པོ་	n.count -
སྤྲང་བ་	n.v.invar -
སྤྲང་མོ་	n.count -
སྤྲད	v.fut.v.past -
སྤྲད་	v.invar -
སྤྲད་པ	n.v.past -
སྤྲད་པ་	n.v.invar -
སྤྲིན་	n.count -
སྤྲིན་ནག་	n.count -
སྤྲུགས	v.past -
སྤྲུལ་	v.past.v.pres -
སྤྲུལ་པ	n.v.past.n.v.pres -
སྤྲུལ་པ་	n.v.past.n.v.pres -
སྤྲུལ་སྐུ	n.count -
སྤྲོ	v.invar -
སྤྲོ་	v.past -
སྤྲོ་བ་	n.v.invar -
སྤྲོ་མོ་	adj -
སྤྲོད་	v.imp -	v.pres -
སྤྲོད་པ	n.v.pres -
སྤྲོད་པ་	n.v.pres -
སྤྲོས་	v.past.v.pres -
སྤྲོས་བཅས་	n.count -
སྤྲོས་མེད་	n.count -
སྦངས	n.count -
སྦད་	v.fut.v.past -
སྦར་	v.past.v.pres -
སྦར་བ་	n.v.fut.n.v.pres -
སྦལ་ལྗོང་	n.count -
སྦས	v.past -
སྦས་པ	n.v.past -
སྦུབས་	n.count -
སྦོམ་པ	n.v.pres -
སྦྱང་	v.fut.v.past -
སྦྱང་བ	n.v.fut.n.v.past -
སྦྱངས་	v.past -
སྦྱངས་པ	n.v.past -
སྦྱངས་པ་	n.v.past -
སྦྱར	v.fut.v.past -
སྦྱར་	v.fut.v.past -	v.past -
སྦྱིན་	v.imp -
སྦྱོང་	v.pres -
སྦྱོང་ཐབས་	n.v.pres -
སྦྱོང་པོ་	n.count -
སྦྱོང་བ	n.v.pres -
སྦྱོང་བ་	n.v.pres -
སྦྱོངས་	v.imp -
སྦྱོར་	v.pres -
སྦྱོར་བ་	n.v.pres -
སྦྲ་	n.count -
སྦྲང་ཆར་	n.count -
སྦྲང་མ	n.count -
སྦྲན་པ	n.v.past -
སྦྲུལ་	n.count -
སྦྲེལ་བ་	n.v.fut.n.v.pres -
སྨ་ར་	n.count -
སྨག་རུམ་	n.count -
སྨད་	n.rel -
སྨད་གཡོགས་	n.count -
སྨན་	n.mass -
སྨར་པོ་	adj -
སྨར་བ	dunno -	n.v.pres -
སྨིན་	v.past.v.pres -
སྨིན་ཁྱུགས་གྲིབ་མ	n.prop -
སྨིན་གྲོལ་	n.count -
སྨིན་གྲོལ་དབང་	n.count -
སྨིན་དྲུག་	n.prop -
སྨིན་པ	n.v.past.n.v.pres -
སྨིན་ཕྲག་	n.count -
སྨིན་མ་	n.count -
སྨིན་ལམ་བརྡ	n.count -
སྨུག་ཕུང་ངེ་	n.count -
སྨེད་	n.count -
སྨོན	v.invar -
སྨོན་པ་	n.v.past.n.v.pres -
སྨོན་རྒྱུ་	n.v.fut -
སྨོན་ལམ་	n.count -
སྨོན་ལམ་ཐུགས་ཁུར་རྟེན་འབྲེལ་	n.count -
སྨོན་སྣ་	n.count -
སྨྱུག་མ་	n.count -
སྨྱོ་བ	n.v.fut.n.v.pres -
སྨྱོན་པ་	n.count -
སྨྱོས་	v.past -
སྨྲ	v.fut.v.pres -
སྨྲ་	v.fut.v.pres -
སྨྲ་བ་	n.v.fut.n.v.pres -
སྨྲ་ལྕེ་	n.count -
སྨྲ་ལྕེ་བདེ་	n.count -
སྨྲེ་སྔགས་	n.count -
སྲ་	v.pres -
