།	punc -
ཕོད་པ་	n.v.aux -	n.v.past -
ཕོབ	v.imp -
ཕོབ་	v.imp -
ཕོར་བ་	n.count -
ཕྱ་མ་ཕྱོ	dunno -
ཕྱག་	n.count -
ཕྱག་ཆེན་	n.prop -
ཕྱག་དཔེ་	n.count -
ཕྱག་དབྱུག་	n.count -
ཕྱག་ཕྱི	n.count -
ཕྱག་མཚན་	n.count -
ཕྱག་འབུལ་	n.count -
ཕྱག་འབེབས་	n.count -
ཕྱག་འཚལ་སྒང་	n.prop -
ཕྱག་འཛུག་	n.count -
ཕྱག་འཛུབ་	n.count -
ཕྱག་རྒྱ་	n.count -
ཕྱག་རྟགས	n.count -
ཕྱག་རྟགས་	n.count -
ཕྱག་རྟེན་	n.count -
ཕྱག་རྫས་	n.count -
ཕྱག་ལན་	n.count -
ཕྱག་ལེན་	n.count -
ཕྱག་སེན	n.count -
ཕྱགས་	n.count -
ཕྱགས་ཕྱི་	n.count -
ཕྱགས་སྡིགས་འཛུབ་	n.count -
ཕྱར་	v.past -
ཕྱར་བ	n.v.fut -
ཕྱལ་བ	adj -
ཕྱི	d.dem -	n.rel -
ཕྱི་	d.dem -	n.rel -
ཕྱི་ཐག་	n.count -
ཕྱི་ཐག་རིང་	n.count -
ཕྱི་ཐན་	n.count -
ཕྱི་ནང་	n.count -
ཕྱི་ཕྱག་	n.count -
ཕྱི་བ་	dunno -
ཕྱི་བཞིན་	n.rel -
ཕྱི་བཤོལ་	n.count -
ཕྱི་མ་	adj -
ཕྱི་མིག་	n.count -
ཕྱི་མོ་	n.count -
ཕྱི་འགྲོས་	n.count -
ཕྱིད་པ	n.v.fut.n.v.pres -
ཕྱིད་པ་	n.v.past -
ཕྱིན	v.past -
ཕྱིན་	v.past -
ཕྱིན་ཅད་	adv.dir -
ཕྱིན་པ	n.v.past -
ཕྱིན་པ་	n.v.past -
ཕྱིས་	v.imp -
ཕྱུག་པ་	n.v.invar -
ཕྱུག་པོ་	adj -
ཕྱུགས་	n.count -
ཕྱུགས་ཁྱུ	n.count -
ཕྱུགས་རྫི	n.count -
ཕྱུགས་རྫི་	n.count -
ཕྱུགས་ལུག་	n.count -
ཕྱུང་བ	n.v.past -
ཕྱུར་བུ	n.count -
ཕྱུར་རེ་བ་	adj -
ཕྱེ	n.count -
ཕྱེ་	n.count -	v.past -
ཕྱེ་བ་	n.v.past -
ཕྱེ་སྒྱེ་	n.count -
ཕྱེ་སྒྱེ་ཆུང་	n.count -
ཕྱེད་	num.card -
ཕྱེད་པོ་	num.card -
ཕྱོགས་	dunno -	n.count -	n.rel -
ཕྱོགས་ལྷུང་	n.count -
ཕྱོང་ངེ་བ་	adj -
ཕྱོར་	v.imp -
ཕྲ་	n.count -	v.invar -
ཕྲ་ཐོ་	n.count -
ཕྲག་	num.card -
ཕྲད	v.fut.v.past -
ཕྲད་	v.fut -	v.fut.v.past -
ཕྲད་པ	n.v.fut -	n.v.fut.n.v.past -	n.v.past -
ཕྲད་པ་	n.v.fut -	n.v.fut.n.v.past -	n.v.past -
ཕྲད་ཚད་	n.v.fut.n.v.past -
ཕྲད་ལུགས་	n.v.fut.n.v.past -
ཕྲིན་ལས་	n.count -
ཕྲིན་ལས་རྣམ་བཞི་	n.count -
ཕྲུག་	n.count -
ཕྲོགས	v.past -
ཕྲོགས་	v.past -
ཕྲོགས་པ	n.v.past -
ཕྲོགས་པ་	n.v.past -
བ་	n.count -
བ་གླང་	n.count -
བ་ར	n.count -
བ་རི་བ	n.prop -
བ་རི་ལོ་ཙ་བ་	n.prop -
བ་རི་ལོ་ཙྪ་བ་	n.prop -
བ་རི་ལོཙྪ་བ་	n.prop -
བ་སྤུ་	n.mass -
བཀ	n.count -
བཀང་	v.past -
བཀང་བ	n.v.past -
བཀང་བ་	n.v.past -
བཀབ་	v.past -
བཀབ་པ	n.v.past -
བཀའ་	n.count -
བཀའ་ཆད་	n.count -
བཀའ་དྲིན་	n.count -
བཀའ་དྲིན་ཅན	adj -
བཀའ་དྲིན་ཅན་	adj -
བཀའ་བཀྱོན་	n.count -
བཀའ་བབས་	n.count -
བཀའ་བརྒྱུད་	n.prop -
བཀའ་བརྒྱུད་བླ་མ	n.count -
བཀའ་བསྲུངས་	n.count -
བཀའ་ཚིག་	n.count -
བཀའ་རྒྱ་	n.count -
བཀའ་ལུང་	n.count -
བཀའ་ལུང་དངོས་	n.count -
བཀའ་ཤོག་	n.count -
བཀའ་སྡེ་སྣོད་	n.count -
བཀར་	v.past -
བཀལ	v.fut.v.past -
བཀུག་པ་	n.v.fut.n.v.past -
བཀོད་པ་ལུས་	n.count -
བཀོལ་བ	n.v.fut.n.v.pres -
བཀྱེ	v.fut.v.past -
བཀྱེད་	v.past -
བཀྱེད་པ	n.v.past -
བཀྱོན་	v.invar -
བཀྱོན་པ་	n.v.past.n.v.pres -
བཀྲ་བ	n.v.past.n.v.pres -
བཀྲ་བ་	n.v.past.n.v.pres -
བཀྲ་ཤིས་	n.count -
བཀྲ་ཤིས་མངའ་གསོལ་	n.count -
བཀྲག་	dunno -
བཀྲུས་	v.past -
བཀྲེན་པ་	n.v.past.n.v.pres -
བཀྲོལ་	v.past -
བཀླགས་	v.past -
བཀླགས་པ	n.v.past -
བག་ཆགས་	n.count -
བག་མ་	n.count -
བག་མེད་	adj -
བག་ཙམ་	dunno -
བག་སྟོན་	n.count -
བགྲངས་པ	n.v.past -
བགྲད་པ་	n.v.invar -
བགྲེས་	v.invar -
བགྲེས་པ	n.v.invar -
བགྲེས་པ་	n.v.invar -
བགྲོས་	v.past -
བང་	v.fut.v.pres -
བང་ཆེན་	n.count -
བང་བ་	n.count -
བངས་	v.past -
བཅག་	v.past -
བཅག་པ	n.v.fut.n.v.past -
བཅགས་པ་	n.v.past -
བཅང་	v.fut -
བཅང་བ་	n.v.fut -
བཅངས	v.past -
བཅངས་	v.past -
བཅད	v.past -
བཅད་	v.past -
བཅད་པ	n.v.past -
བཅད་པ་	n.v.past -
བཅའ་བ་	n.v.fut.n.v.pres -
བཅལ་བ	n.v.past -
བཅས	v.invar -
བཅས་	v.invar -	v.past.v.pres -
བཅས་པ	n.v.invar -
བཅས་པ་	n.v.invar -
བཅིངས་	v.past -
བཅུ་	num.card -
བཅུ་ཐོག་	n.count -
བཅུག	v.past -
བཅུག་	v.past -
བཅུག་པ	n.v.past -
བཅུག་པ་	n.v.past -
བཅུད་	n.count -
བཅོ་	num.card -
བཅོམ་	v.fut.v.past -	v.past -
བཅོམ་པ	n.v.fut.n.v.past -
བཅོལ་	v.past -
བཅོལ་བ	n.v.fut -	n.v.past -
བཅོལ་བ་	n.v.fut -	n.v.past -
བཅོས	v.fut.v.past -
བཅོས་བ	n.v.fut.n.v.past -
བཅྭ་	num.card -
བཏགས	v.past -
བཏགས་	v.past -
བཏང་	v.past -
བཏང་བ	n.v.past -
བཏང་བ་	n.v.past -
བཏང་ཚུལ་	n.v.past -
བཏང་རག་	n.count -
བཏབ	v.past -
བཏབ་	v.past -
བཏབ་པ	n.v.past -
བཏབ་པ་	n.v.past -
བཏིང་	v.past -
བཏིང་པ	n.v.past -
བཏུངས་	v.past -
བཏུངས་པ	n.v.past -
བཏུད་	v.fut.v.past -	v.past -
བཏུམས་	v.past -
བཏུལ	v.past -
བཏུས	v.past -
བཏེག་	v.fut.v.past -
བཏེག་པ	n.v.past -
བཏེམས་	v.past -
བཏོང་	v.pres -
བཏོན	v.past -
བཏོན་	v.past -
བཏོན་པ	n.v.past -
བཏོན་པ་	n.v.past -
བད་	v.invar -	v.past.v.pres -
བད་པ་	n.v.invar -
བདག་	n.count -	p.pers -	p.refl -
བདག་ཅག་	p.pers -
བདག་པོ	n.count -
བདག་པོ་	n.count -
བདག་མེད་	n.count -	n.prop -
བདག་མེད་མ	n.prop -
བདག་མེད་མ་	n.count -	n.prop -
བདབ་	dunno -
བདར	v.invar -
བདར་བ	n.v.fut.n.v.pres -
བདར་བ་	n.v.fut.n.v.pres -
བདུངས	v.past -
བདུད་	n.count -
བདུད་མོ་སྟག་འདྲེན་	n.prop -
བདུད་རིགས་	n.count -
བདུད་རྩི	n.count -
བདུད་རྩི་	n.count -
བདུད་རྩི་ཡེ་ཤེས་ཆང་	n.count -
བདུད་རྩི་རིལ་བུ	n.count -
བདུན་	num.card -
བདུན་ཐོག་	n.count -
བདུན་པ་	num.ord -
བདུན་པོ་	num.card -
བདེ	v.invar -
བདེ་	n.count -	v.fut.v.pres -	v.invar -
བདེ་གསལ་མི་རྟོག་པ	n.count -
བདེ་ཆེན་	n.count -
བདེ་དགྱེས་གསང་གསུམ་བཀྲ་ཤིས་	n.count -
བདེ་དྲོད་	n.count -
བདེ་བ	n.v.invar -
བདེ་བ་	n.v.invar -
བདེ་བ་ལྷ་	n.count -
བདེ་བདེ་	n.count -
བདེ་མཆོག་	n.prop -
བདེ་མོ་	adj -
བདེ་ཟུག་	n.count -
བདེ་འཁྱུག་	adj -
བདེ་ལེགས་	n.count -
བདེ་སྐྱིད་	n.count -
བདེ་སྐྱིད་སྨོན་ལམ་བཀྲ་ཤིས་	n.count -
བདེན	v.invar -
བདེན་	n.count -	v.fut.v.pres -	v.invar -	v.past.v.pres -
བདེན་གཤགས་	n.count -
བདེན་པ	n.count -	n.v.past.n.v.pres -
བདེན་པ་	n.v.past.n.v.pres -
བདོག	v.invar -
བདོག་པ	n.v.invar -
བདོས་པ་	n.v.past -
བན་	dunno -
བན་ཆུང་	n.count -
བན་དེ་	n.count -
བན་བཙུན་	n.count -
བབ་	dunno -	v.fut.v.past -	v.past -
བབ་པ	n.v.past -
བབ་པ་	n.v.past -
བབས	v.past -
བབས་	v.past -
བམ་	cv.ques -
བཙན	v.invar -
བཙན་ཁང་	n.count -
བཙན་ཐབས་	n.count -
བཙན་དུག་	n.count -
བཙན་པ	n.v.past.n.v.pres -
བཙན་ས་	n.v.invar -
བཙམ་	v.fut -
བཙམ་ཆང་ཆུ་སྡོར་	n.count -
བཙལ	v.fut.v.past -
བཙལ་	v.fut -	v.fut.v.past -	v.past -
བཙལ་བ	n.v.fut -
བཙལ་ས་	n.v.fut.n.v.past -
བཙུགས	v.past -
བཙུགས་	v.past -
བཙུགས་པ	n.v.past -
བཙུགས་པ་	n.v.past -
བཙུད	v.past -
བཙུན་ཆུང་	n.count -
བཙུན་པ	n.count -
བཙུམས་	v.past -
བཙེམས་	v.past -
བཙེམས་པ་	n.v.past -
བཙོངས་པ	n.v.past -
བཙོན་ར	n.count -
བཙོན་ར་	n.count -
བཙོས་	v.past -
བཙོས་པ	n.v.past -
བཙོས་པ་	n.v.past -
བཞག	v.past -
བཞག་	v.past -
བཞག་པ	n.v.past -
བཞག་པ་	n.v.past -
བཞད་གད་	n.count -
བཞི	num.card -
བཞི་	num.card -
བཞི་པ	num.ord -
བཞི་པ་	num.ord -
བཞིན	n.rel -
བཞིན་	n.count -	n.rel -
བཞིན་པ	n.rel -
བཞིབ་བཞིབ་	adj -
བཞུགས	v.fut.v.pres -	v.invar -
བཞུགས་	v.fut.v.pres -	v.imp -	v.invar -	v.past.v.pres -
བཞུགས་གདན་	n.count -
བཞུགས་པ	n.v.invar -
བཞུགས་པ་	n.v.invar -
བཞུགས་ས	n.v.invar -
བཞུད་པ	n.v.invar -
བཞེངས	v.past -
བཞེངས་	v.past -
བཞེངས་པ་	n.v.past -
བཞེས	v.invar -
བཞེས་	v.fut.v.pres -	v.imp -	v.invar -	v.past.v.pres -
བཞེས་པ	n.v.invar -
བཞེས་པ་	n.v.invar -
བཟང་	n.count -	v.invar -
བཟང་པོ	adj -
བཟང་པོ་	adj -
བཟང་བ	n.v.invar -
བཟང་བ་	n.v.invar -
བཟང་མོ	adj -
བཟབས་མ་	adj -
བཟའ་	n.count -	n.mass -
བཟའ་བཏུང་	n.mass -
བཟའ་རྒྱུ་	n.v.fut -
བཟི	v.past -
བཟི་	v.past.v.pres -
བཟི་བ་	n.v.invar -
བཟུང་	v.imp -	v.past -
བཟུང་བ	n.v.past -
བཟུང་བ་	n.v.past -
བཟེབ་	n.count -
བཟེར	dunno -
བཟོ་བ་	n.v.fut.n.v.pres -
བཟོ་ལུང་	dunno -
བཟོད་གསོལ་	n.count -
བཟོད་གླགས་	n.count -
བཟོད་ཐབས་	n.v.invar -
བཟོད་པ	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
བཟོད་པ་	n.v.invar -
བཟོད་བཀླགས་	n.count -
བཟོད་བགླགས་	n.count -
བཟོད་བླགས་	n.count -
བཟོས་	v.past -
བཟོས་པ	n.v.past -
བཟླས་པ་	n.v.fut.n.v.past -
བཟློག་	v.fut.v.past -
བཟློག་པ་	n.v.fut.n.v.past -
བར	n.rel -
བར་	d.dem -	n.count -	n.rel -
བར་གཅོད་	n.count -
བར་ཆད་	n.count -
བར་ཆད་རྐྱེན་	n.count -
བར་དོ་	n.count -
བརྒོས་	v.past -
བརྒྱ	num.card -
བརྒྱ་	num.card -
བརྒྱགས་	n.count -
བརྒྱགས་ཆུ་	n.count -
བརྒྱགས་ཕྱེ་	n.count -
བརྒྱགས་ཟོང་	n.count -
བརྒྱགས་ཡོན་	n.count -
བརྒྱད་	num.card -
བརྒྱད་སྟོང་པ་	n.prop -
བརྒྱབ	v.fut.v.past -
བརྒྱབ་	v.past -
བརྒྱལ་	v.past.v.pres -
བརྒྱལ་བ་	n.v.fut.n.v.pres -
བརྒྱུགས་པ	n.v.past -
བརྒྱུད་	n.count -	v.past.v.pres -
བརྒྱུད་པ	n.v.invar -
བརྒྱུད་པ་	n.v.invar -
བརྒྱུད་བཅས་	n.count -
བརྒྱུས་པ་	n.v.past -
བརྗེད་	v.past -
བརྗེད་པ	n.v.past -
བརྗེད་བ	n.v.invar -
བརྗེད་མེད་	adj -
བརྗོད་	v.past -
བརྗོད་མེད	n.count -
བརྙས་པ	n.v.past -
བརྙས་པ་	n.v.past -
བརྙེས་པ་	n.v.fut.n.v.past -
བརྟག་གཉིས་	n.prop -
བརྟག་པ	n.v.fut.n.v.past -
བརྟག་པ་	n.v.fut.n.v.past -
བརྟགས་	v.past -
བརྟན་	v.fut.v.pres -
བརྟན་པ	n.v.past -
བརྟན་པོ	adj -
བརྟན་མ་	n.count -
བརྟེན་	v.fut.v.past -	v.past -
བརྡ	n.count -
བརྡ་	n.count -
བརྡ་དོན་	n.count -
བརྡབས	v.past -
བརྡབས་	v.past -
བརྡབས་པ	n.v.past -
བརྡུངས	v.past -
བརྡུངས་	v.past -
བརྡེག་	v.fut.v.pres -
བརྡེག་མི་	n.v.fut -
བརྡེབས་པ་	n.v.past -
བརྡོག་པོ་	n.count -
བརྣངས་	v.past -
བརྣངས་པ	n.v.past -
བརྣམས་	v.past -
བརྩམས་པ	n.v.past -
བརྩི་བ་	n.v.fut -
བརྩིགས	v.past -
བརྩིགས་	v.imp -	v.past -
བརྩིགས་པ	n.v.past -
བརྩིགས་པ་	n.v.past -
བརྩེ་བ	n.v.invar -
བརྩེགས་	v.past -
བརྩོན་	v.invar -
བརྩོན་འགྲུས་	n.count -
བརྫངས་	v.past -
བརྫངས་པ	n.v.past -
བརྫངས་པ་	n.v.past -
བརྫུན་	n.count -	v.fut -
བརྫུན་པ་	n.v.past -
བརྫུས་	v.past -
བརླབས་པ	n.v.past -
བལ་	n.prop -
བལ་པོ	n.count -
བལ་པོ་	n.prop -
བལ་སྤུ་	n.mass -
བལྟས	v.past -
བལྟས་	v.past -
བལྟས་པ	n.v.past -
བཤགས	v.invar -
བཤགས་པ་	n.v.invar -
བཤད	v.fut.v.past -
བཤད་	v.fut.v.past -
བཤད་ཐབས་	n.v.fut.n.v.past -
བཤད་པ	n.v.fut.n.v.past -
བཤད་པ་	n.v.fut.n.v.past -
བཤད་རྒྱུ་	n.v.fut.n.v.past -
བཤམ་རྒྱུ་	n.v.fut -
བཤམས་	v.past -
བཤམས་པ	n.v.past -
བཤར་	v.invar -
བཤིག	v.past -
བཤིག་	v.past -
བཤིག་པ	n.v.past -
བཤིག་པ་	n.v.past -
བཤིགས་	v.past.v.pres -
བཤིགས་པ	n.v.fut.n.v.pres -
བཤུམས་	v.past -
བཤུམས་པ	n.v.past -
བཤོལ་	n.count -
བཤོས་	v.past.v.pres -
བཤོས་ཞིང་	n.count -
བས	case.comp -
བས་	case.comp -
བསག་སྦྱང་	n.count -
བསགས	v.past -
བསགས་	v.past -
བསགས་པ	n.v.past -
བསགས་པ་	n.v.past -
བསད	v.past -
བསད་	v.past -
བསད་པ	n.v.past -
བསབ་པ་	n.v.fut -
བསམ	v.fut -
བསམ་	n.count -	v.fut -
བསམ་གཏན་	n.count -
བསམ་པ	n.v.fut -
བསམ་པ་	n.v.fut -
བསམ་བློ་	n.count -
བསམ་མནོ་	n.count -
བསམ་སྦྱོར་	n.count -
བསམས་	v.past -
བསམས་པ	n.v.past -
བསམས་པ་	n.v.past -
བསལ་	v.fut.v.past -	v.past -
བསིངས་	v.past -
བསིལ་	v.fut.v.pres -
བསིལ་བ	n.v.fut.n.v.pres -
བསུ	v.fut.v.pres -
བསུ་	v.fut.v.pres -	v.pres -
བསུ་ཆང་	n.mass -
བསུ་བ་	n.v.fut.n.v.pres -
བསུ་མཁན་	n.v.fut.n.v.pres -
བསུན་མ	n.count -
བསུམ་པ་	num.ord -
བསེབ་	n.rel -
བསོགས་པ	n.v.past -
བསོད་ནམས་	n.count -
བསོད་ནམས་ཅན་	adj -
བསོད་སྙོམས་	n.count -
བསྐམས་པ	n.v.past -
བསྐལ་པ	n.count -
བསྐལ་པ་	n.count -
བསྐུར	v.fut.v.past -	v.imp -
བསྐུར་	v.fut -	v.fut.v.past -	v.imp -	v.past -
བསྐུར་བ	n.v.fut -
བསྐུར་བ་	n.v.fut.n.v.pres -	n.v.past -
བསྐུལ	v.fut.v.past -
བསྐུལ་	v.fut -	v.fut.v.past -
བསྐུལ་བ	n.v.fut -
བསྐུལ་བ་	n.v.fut -
བསྐུལ་མ	n.count -
བསྐུལ་ལྕག་	n.count -
བསྐོར	v.fut.v.past -
བསྐོར་	v.fut -	v.fut.v.past -	v.past -
བསྐོར་བ	n.v.fut -
བསྐོར་བ་	n.v.fut -
བསྐོས་པ	n.v.past -
བསྐྱངས་	v.past -
བསྐྱངས་པ	n.v.past -
བསྐྱངས་བ་	n.v.past -
བསྐྱར་བ	n.v.fut -
བསྐྱལ	v.fut.v.past -
བསྐྱལ་	v.fut -	v.past -
བསྐྱལ་བ	n.v.fut -
བསྐྱལ་བ་	n.v.fut -
བསྐྱས་	v.past -
བསྐྱུར	v.fut.v.past -	v.imp -
བསྐྱེད་	v.fut.v.past -	v.imp -	v.past -
བསྐྱེད་པ	n.v.fut.n.v.past -
བསྐྱེལ་	v.fut -
བསྐྱོན	v.fut.v.past -
བསྒུགས་	v.imp -
བསྒོམ་པ་	n.v.fut.n.v.pres -
བསྒོམས	v.imp -	v.past -
བསྒོམས་	v.past -
བསྒོམས་པ	n.v.past -
བསྒོས	v.past -
བསྒྱུར་	v.fut.v.past -	v.past -
བསྒྱུར་བ	n.v.fut -
བསྒྱུར་བ་	n.v.fut -
བསྒྱེལ་	v.fut -
བསྒྲགས	v.past -
བསྒྲགས་	v.past -
བསྒྲལ་	v.fut.v.past -
བསྒྲལ་རྒྱུ་	n.v.fut.n.v.past -
བསྒྲིགས་པ	n.v.past -
བསྒྲིགས་པ་	n.v.past -
བསྒྲུབ་པ	n.v.fut -
བསྒྲུབ་བརྒྱུད་	n.count -
བསྒྲུབ་བྱ་	n.v.fut -
བསྒྲུབས	v.past -
བསྒྲུབས་	v.past -
བསྒྲུབས་པ	n.v.past -
བསྒྲུབས་པ་	n.v.past -
བསྔལ་བ	n.v.fut -
བསྔོ	v.fut -
བསྔོ་བ	n.v.fut -
བསྔོ་བ་	n.v.fut -
བསྔོས་པ	n.v.past -
བསྙུང་བ	n.v.invar -
བསྙེན་པ་	n.v.past -
བསྟན	v.fut.v.past -
བསྟན་	v.fut.v.past -	v.past -
བསྟན་པ	n.count -	n.v.past -
བསྟན་པ་	n.v.past -
བསྟེན	v.fut.v.past -
བསྟེན་	v.fut.v.past -
བསྟེན་པ་	n.v.past -
བསྟོད	v.invar -
བསྟོད་	v.invar -
བསྟོད་ར་	n.count -
བསྡད	v.fut.v.past -	v.past -
བསྡད་	v.fut.v.past -	v.past -
བསྡད་པ	n.v.fut.n.v.past -
བསྡད་པ་	n.v.fut.n.v.past -
བསྡད་རིན་	n.count -
བསྡད་རྒྱུ་	n.v.fut.n.v.past -
བསྡིགས་	v.past -
བསྡུས་	v.past -
བསྡུས་པ	n.v.past -
བསྡུས་པ་	n.v.past -
བསྡེབས་	v.past -
བསྣམ་	v.fut -
བསྣམས་	v.past -
བསྲང་	v.fut -
བསྲུང་	v.fut -
བསྲུང་བ	n.v.fut -
བསྲུང་བ་	n.v.fut -
བསྲུངས་པ	n.v.past -
བསྲུངས་པ་	n.v.past -
བསྲེས	v.past -
བསྲེས་	v.past -
བསླངས	v.past -
བསླངས་	v.past -
བསླབ་བྱ་	n.v.fut -
བསླབ་བྱ་ཚུལ་བཞིན་	n.count -
བསླབས	v.past -
བསླབས་	v.past -
བུ	n.count -
བུ་	n.count -
བུ་ཆུང་	n.count -
བུ་ཆེན་	n.count -
བུ་ཆེན་སློབ་མ	n.count -
བུ་དགོན་	n.count -
བུ་བརྒྱུད་	n.count -
བུ་མོ་	n.count -
བུ་ཚ་	n.count -
བུ་ཚ་བོ	n.count -
བུ་རྒྱུད་	n.count -
བུ་སློབ་	n.count -
བུག་སྒོ	n.count -
བུག་སྒོ་	n.count -
བུད་པ་	n.v.invar -
བུད་མེད་	n.count -
བུབ་	dunno -
བུབས་	n.count -
བུམ་ཆུ	n.mass -
བུམ་ཆུ་	n.mass -
བུམ་པ་	n.count -
བུར་	n.mass -
བུས་	v.past -
བུས་པ	n.v.past -
བེ་བུམ་	n.count -
བེམ་པོ	n.count -
བེམ་པོ་	n.count -
བེར་	n.count -
བེར་ཀ	n.count -
བེར་ཀ་	n.count -
བཻ་དུ་རྱ་	n.mass -
བོ	cv.fin -
བོགས་	n.count -
བོང་བུ	n.count -
བོང་རྒན་	n.count -
བོད་	n.prop -
བོར	v.past -
བོར་	v.fut.v.pres -	v.imp -	v.past -
བོར་བ	n.v.fut.n.v.pres -
བོས	v.imp -	v.past -
བོས་	v.imp -	v.past -
བོས་པ	n.v.past -
བོས་པ་	n.v.past -
བྱ	v.fut -
བྱ་	n.count -	v.fut -
བྱ་གཤོག་	n.count -
བྱ་ཐབས་	n.count -
བྱ་དག	n.count -
བྱ་ན་	n.count -
བྱ་ཕྲན་	n.count -
བྱ་བ	n.v.fut -
བྱ་བ་	n.v.fut -
བྱ་བྱི	n.count -
བྱ་བྲུན་	n.count -
བྱང་	n.count -
བྱང་ཁོག་	n.count -
བྱང་ཆུབ་	n.count -
བྱང་ཆུབ་ལམ་	n.count -
བྱང་ཆུབ་སེམས་	n.count -
བྱང་ཆུབ་སེམས་དཔ	n.count -
བྱང་ཕྱོགས་	n.count -
བྱང་རྨི་ལམ་	n.count -
བྱམས་	n.count -
བྱམས་པ	n.v.invar -
བྱམས་པོ་	adj -
བྱམས་སྙིང་རྗེ	n.count -
བྱར་དྭགས་ཀོང་	n.prop -
བྱས	v.past -
བྱས་	v.past -
བྱས་པ	n.v.past -
བྱས་པ་	n.v.past -
བྱས་བ	n.v.past -
བྱི་	n.count -
བྱི་བ	n.count -	n.v.invar -
བྱིང་རྨུགས་	n.count -
བྱིན	v.past -
བྱིན་	n.count -	v.imp -	v.past -
བྱིན་པ	n.v.past -
བྱིན་པ་	n.v.past -
བྱིན་བརླབས་	n.count -
བྱིན་བརླབས་ཅན་	adj -
བྱིན་བརླབས་དངོས་གྲུབ་	n.count -
བྱིན་རླབས་	n.count -
བྱིན་རླབས་མཁྱེན་བརྩེ	n.count -
བྱིའུ	n.count -
བྱིའུ་	n.count -
བྱིས	dunno -
བྱིས་པ་	n.count -
བྱུང་	v.past -
བྱུང་པ་	n.v.past -
བྱུང་བ	n.v.past -
བྱུང་བ་	n.v.past -
བྱུང་ཚད་	n.v.past -
བྱུང་ཚུལ་	n.v.past -
བྱུང་རྒྱལ་	adj -
བྱེ་བྲལ་	n.count -
བྱེད	v.pres -
བྱེད་	v.pres -
བྱེད་པ	n.v.pres -
བྱེད་པ་	n.v.pres -
བྱེད་མཁན་	n.v.pres -
བྱེད་མི་	n.v.pres -
བྱེད་ཚུལ་	n.v.pres -
བྱེད་ལུགས་	n.v.pres -
བྱེར་	v.invar -
བྱོན	v.fut.v.past -	v.past -
བྱོན་	v.fut -	v.fut.v.past -	v.imp -	v.past -
བྱོན་པ	n.v.past -
བྱོན་པ་	n.v.past -
བྲག་	n.count -
བྲག་དཀར་	n.prop -
བྲག་དཀར་ཏ་སོ	n.prop -
བྲག་དཀར་ཏ་སོ་	n.prop -
བྲག་དཀར་རྟ་སོ	n.prop -
བྲག་ཕུག་	n.count -
བྲག་རི་	n.count -
བྲང་	n.count -
བྲད་པ	n.v.past -
བྲབས་པ	n.v.past -
བྲལ	v.fut.v.past -
བྲལ་	v.fut.v.pres -	v.invar -
བྲལ་བ	n.v.fut.n.v.pres -
བྲལ་བ་	n.v.fut -	n.v.past -
བྲིན	v.invar -
བྲིན་	n.prop -	v.fut.v.pres -	v.invar -
བྲིན་པ	n.count -
བྲིན་པ་	n.v.past.n.v.pres -
བྲིས	v.past -
བྲིས་	v.imp -	v.past -
བྲུན་	n.count -
བྲུས་	v.past -
བྲེ	n.count -
བྲེ་	n.count -
བྲེ་པེ་སྟན་ཆུང་	n.prop -
བྲེ་བོ་ཆེ	adj -
བྲེགས་	v.past -
བྲོ	v.invar -
བྲོ་	v.invar -
བྲོ་བ་	n.v.invar -
བྲོད་	v.invar -
བྲོས་	v.past -
བྲོས་པ	n.v.past -
བྲོས་པ་	n.v.past -
བླ་	v.invar -
བླ་བ	n.count -
བླ་མ	n.count -
བླ་མ་	n.count -
བླ་མ་དཀོན་མཆོག་	n.count -
བླ་མ་མཁའ་འགྲོ	n.count -
བླ་མ་ཟིལ་	n.count -
བླ་མ་ཡབ་ཡུམ་	n.count -
བླ་མ་ཡི་དམ་	n.count -
བླ་མ་ཡིད་དམ་མཁའ་འགྲོ་	n.count -
བླ་མཆོད་	n.count -
བླ་མེད་རྡོ་རྗེ་ཐེག་པ	n.count -
བླངས	v.past -
བླངས་	v.past -
བླངས་པ	n.v.past -
བླངས་པ་	n.v.past -
བླུ་	v.fut.v.pres -
བླུག	v.fut.v.pres -
བླུགས	dunno -
བླུན་	v.fut.v.pres -
བླུན་པོ་	n.count -
བློ	n.count -
བློ་	n.count -
བློ་གྲོས་	n.count -
བློ་དམན་	n.count -
བློ་མ་	n.count -
བློ་སྟོབས་	n.count -
མ	d.dem -	n.count -
མ་	dunno -	n.count -	neg -
མ་ཀི	d.dem -
མ་ཀི་	d.dem -
མ་གི	d.dem -
མ་གི་	d.dem -
མ་ཆད་	adj -
མ་ཇོ	n.count -
མ་ཐོག་	dunno -
མ་དག་གདུལ་བྱ	n.count -
མ་དགོན་	n.count -
མ་ནུས་སེམས་ཅན་	n.count -
མ་བུ་	n.count -
མ་རིག་མུན་	n.count -
མ་རྒན་	n.count -
མ་རྟོགས་ལོག་རྟོགས་འཁྲུལ་རྟོགས་	n.count -
མ་སྨད་	n.count -
མ་སྲིང་	n.count -
མཁའ་	n.count -
མཁའ་འགྲོ	n.count -
མཁའ་འགྲོ་	n.count -
མཁའ་འགྲོ་ཆོས་སྐྱོང་	n.count -
མཁའ་འགྲོ་མ	n.count -
མཁའ་འགྲོ་སྙན་བརྒྱུད་	n.count -
མཁའ་འགྲོ་སྙན་རྒྱུད་	n.count -
མཁར	n.count -
