།	punc -
ལེགས་ཕྱིན	n.count -
ལེགས་ཕྱིན་	n.count -
ལེགས་བཞིན་	n.prop -
ལེགས་བཤད་	n.count -
ལེགས་བཤད་དྲི་མ་	n.count -
ལེགས་བསྒྱུར་ལོ་པཎ་སྐྱེས་མཆོག་གཙུག་	n.count -
ལེགས་བྲལ་	n.prop -
ལེགས་མཐོང་	n.prop -
ལེགས་མཐོང་ཆེན་པོ་	n.prop -
ལེགས་མཛད་	n.prop -
ལེགས་འོངས་	n.prop -
ལེགས་ལྡན་འབྱེད	n.prop -
ལེགས་སྐྱེས་	n.count -
ལེགས་སྐྱེས་མ	n.prop -
ལེགས་སྐྱེས་མོ	n.prop -
ལེགས་སྦྱངས་པ	n.count -
ལེན	v.pres -
ལེན་	v.pres -
ལེན་དྲན་གྲི་ལེནྡྲ་	n.prop -
ལེན་པ	n.v.pres -
ལེན་པ་	n.v.pres -
ལེན་བ་	n.v.pres -
ལེའུ་	n.count -
ལེའུ་ཚེ་གཏམ་	n.count -
ལོ	cv.fin -	n.count -
ལོ་	cv.fin -	n.count -
ལོ་གསུམ་པ་	adj -
ལོ་གྲངས་	n.count -
ལོ་ཆུང་	n.count -
ལོ་ཆེན་	n.count -
ལོ་དྲི་མཁན་པོ	n.prop -
ལོ་དྲི་མཁན་པོ་	n.prop -
ལོ་ནད་གཙུག་ན་	n.prop -
ལོ་པཎ་	n.count -
ལོ་པཎ་སྐྱེས་མཆོག་	n.count -
ལོ་བཅུ་པ་	adj -
ལོ་བདུན་བརྒྱ་པ	adj -
ལོ་བཞི་བཅུ་པ	adj -
ལོ་མ་	n.count -
ལོ་མ་བདུན་པ	n.prop -
ལོ་ཙཱ་	n.count -
ལོ་ཙཱ་བ་	n.count -
ལོ་ཙྪ	n.count -
ལོ་ཙྪ་	n.count -
ལོ་ཙྪ་བ	n.count -
ལོ་ཙྪ་བ་	n.count -
ལོ་ཙྪ་བ་ཕ་	n.count -
ལོ་ཙྪ་བ་སད་མི་མི་	n.count -
ལོ་ཡན་ཆད་	n.count -
ལོ་རྒྱུས་	n.count -
ལོ་སྟོན་	n.prop -
ལོ་སྟོན་ཟླ་ཐ་ཆུང་	n.count -
ལོ་ཧི་ཏ་	n.prop -
ལོག་	v.fut.v.pres -	v.imp -	v.invar -	v.past.v.pres -
ལོག་པ	n.v.invar -	n.v.past -
ལོག་པ་	n.v.invar -
ལོག་འདྲེན་	n.count -
ལོག་སྒྲུབ་	n.count -
ལོག་སྒྲུབ་དོན་	n.count -
ལོགས་	n.rel -
ལོགས་པ་	n.v.invar -
ལོང་	dunno -
ལོང་བ	n.prop -
ལོང་བ་	n.count -	n.v.invar -
ལོངས	v.imp -
ལོངས་	n.count -	v.past -
ལོངས་པ	n.v.past -
ལོངས་པ་	n.v.past -
ལོངས་སྐུ	n.count -
ལོངས་སྐུ་	n.count -
ལོངས་སྐུ་རྒྱུན་	n.count -
ལོངས་སྤྱོད་	n.count -	n.prop -
ལོངས་སྤྱོད་ཁྱིམ་	n.count -
ལོངས་སྤྱོད་པ	n.count -
ལོངས་སྤྱོད་རྡོ་རྗེ་	n.prop -
ལོངས་སྤྱོད་རྫོགས་དོན་	n.count -
ལོངས་སྤྱོད་རྫོགས་སྐུ་	n.count -
ལོན	v.invar -
ལོན་	n.count -	v.fut.v.pres -	v.invar -
ལོན་པ	n.v.past -	n.v.past.n.v.pres -
ལོན་པ་	n.v.past.n.v.pres -
ལོབས	v.past -
ལོའུ་	n.count -
ལོས་	n.prop -
ལྐོག་ཆད་	n.count -
ལྔ	adv.temp -	num.card -
ལྔ་	num.card -
ལྔ་པ་	num.ord -
ལྔ་པོ་	num.card -
ལྔ་བརྒྱ་ཐ་མ་	n.prop -
ལྔ་བརྒྱས་ཡང་དག་པར་བསྡུས་པ་	n.prop -
ལྔ་ལེན་	n.prop -
ལྔ་སྡ་	n.count -
ལྔ་སྡེ	n.count -
ལྔ་སྡེ་	n.count -
ལྕག་ལྕིག་	n.count -
ལྕགས་	n.mass -
ལྕགས་ཁབ་	n.count -
ལྕགས་ཁེབ་	n.count -
ལྕགས་ཕོ་རྟ་	n.count -
ལྕགས་བསྲེགས་	n.count -
ལྕགས་མཁར་	n.prop -
ལྕགས་མདའ་ལྕགས་གཞུ་	n.count -
ལྕགས་མོ་བྱ་	n.count -
ལྕགས་རྔ་	n.count -
ལྕང་ར་	n.prop -
ལྕི	v.invar -
ལྕི་བ་	n.v.invar -
ལྕེ་	n.count -
ལྕེ་ཁྱི་འབྲུག་	n.prop -
ལྕེ་བཙུན་དཀར་པོ	n.prop -
ལྕེ་བཙུན་ཤེས་རབ་འབྱུང་	n.prop -
ལྕེ་ཛྙཱ་ན་སིདྡྷི	n.prop -
ལྕེ་སྦེ་	n.prop -
ལྕེབ་	v.fut.v.pres -
ལྕེབ་པ	n.v.fut.n.v.pres -
ལྕེབས	v.past -
ལྗགས་	n.count -
ལྗོངས་	n.count -
ལྗོངས་རྒྱུ	n.count -
ལྗོན་ཤིང་	n.count -
ལྟ	n.rel -
ལྟ་	cl.focus -	n.rel -	v.pres -
ལྟ་བ	adj -	n.v.pres -
ལྟ་བ་	n.v.pres -
ལྟ་བ་རྟོག་པ་རྩོལ་བ་དྲན་པ་	n.count -
ལྟ་བུ	adj -	n.rel -
ལྟ་བུ་	adj -	n.rel -
ལྟ་ཚོགས་	n.count -
ལྟ་ཡུལ་	n.count -
ལྟ་སྤྱོད་	n.count -
ལྟ་སྤྱོད་མདོ	n.count -
ལྟ་སྤྱོད་ཟུང་	n.count -
ལྟ་སྤྱོད་ཟུང་འབྲེལ་	n.count -
ལྟ་སྤྱོད་རྣལ་མ་	n.count -
ལྟག་ཆད་	n.count -
ལྟས་	n.count -	v.past -
ལྟས་མཁན་	n.count -
ལྟས་མེ་	n.count -
ལྟུང་	n.count -	v.invar -
ལྟུང་བ་	n.v.invar -
ལྟུང་བྱེད་	n.count -
ལྟེ་བ	n.count -
ལྟེང་	n.prop -
ལྟོ་	n.count -
ལྟོ་བ	n.count -
ལྟོག་པ་	n.v.fut.n.v.pres -
ལྟོགས་	v.invar -
ལྟོགས་ཕྱུག་ལན་	n.count -
ལྟོས	v.invar -
ལྟོས་	v.imp -	v.invar -	v.past.v.pres -
ལྟོས་པ	n.v.invar -
ལྟོས་མེད་	adj -
ལྡ་བུ	adj -
ལྡང་བ	n.v.invar -
ལྡང་བ་	n.v.invar -
ལྡན	v.invar -
ལྡན་	v.fut.v.pres -	v.invar -
ལྡན་དཀར་	n.prop -
ལྡན་པ	n.v.past.n.v.pres -	n.v.pres -
ལྡན་པ་	n.v.past.n.v.pres -
ལྡན་ཕྱོགས་	n.count -
ལྡུགས་པ	n.v.past.n.v.pres -
ལྡེ་གཙུག་མགོན་	n.prop -
ལྡེ་གུ་	n.count -
ལྡེ་སྣལགནམ་	n.prop -
ལྡེ་སྣོད་	n.count -
ལྡེག	v.pres -
ལྡོག	v.invar -
ལྡོག་	v.fut.v.pres -	v.invar -
ལྡོག་པ	n.v.fut.n.v.pres -	n.v.invar -
ལྡོག་པ་	n.v.invar -
ལྭ་བ	n.count -
ལྭ་བའི་ན་བཟའ་	n.prop -
ལྷ	n.count -	n.prop -
ལྷ་	n.count -
ལྷ་ཀླུ་	n.count -
ལྷ་ཁང་	n.count -
ལྷ་ཁང་མཆོད་རྟེན་	n.count -
ལྷ་གནམ་ཐེའུ་	n.count -
ལྷ་གནས་	n.count -
ལྷ་ཐོ་ཐོ་རི་གཉན་བཙན་	n.prop -
ལྷ་དབང་ཀླུ་དབང་མི་	n.count -
ལྷ་དབང་ཕྱུག་ཆེན་པོ་	n.prop -
ལྷ་དབང་བློ་	n.prop -
ལྷ་བྱེ་	n.count -
ལྷ་བླ་མ	n.prop -
ལྷ་བླ་མ་ཡེ་ཤེས་འོད་	n.prop -
ལྷ་མ་ཡིན་དབང་	n.count -
ལྷ་མི་	n.count -
ལྷ་མིན་	n.count -
ལྷ་མིན་དྲི་ཟར་	n.count -
ལྷ་མོ	n.count -	n.prop -
ལྷ་མོ་	n.count -
ལྷ་མོ་དྲི་མ་མེད་པའི་འོད་ཀྱི་ལུང་བསྟན་	n.prop -
ལྷ་མོ་དྲི་མ་མེད་པའི་འོད་ལུང་བསྟན་པ	n.prop -
ལྷ་མོ་ལུང་བསྟན་པ	n.count -
ལྷ་མོ་སྒྱུ་འཕྲུལ་	n.prop -
ལྷ་ཞི་བ་འོད་	n.prop -
ལྷ་ཡུལ་	n.count -
ལྷ་རི་ཡོལ་པ	n.prop -
ལྷ་རྗེ་ལྷུན་གྲུབ	n.prop -
ལྷ་རྟེན་	n.count -
ལྷ་ལས་ཕུལ་དུ་བྱུང་བའི་བསྟོད་པ	n.prop -
ལྷ་ལས་བབས་པ་	n.prop -
ལྷ་ལུང་དཔལ་གྱི་རྡོ་རྗེ་	n.prop -
ལྷ་ལུང་རབ་འབྱོར་དབྱང	n.prop -
ལྷ་ལུང་རྡོ་རྗེ་དཔལ་	n.prop -
ལྷ་ལྡན་	n.prop -
ལྷ་ཤཱཀྱ་མུ་ནེ་	n.prop -
ལྷ་ས	n.count -	n.prop -
ལྷ་ས་	n.prop -
ལྷ་སྐྱིད་	n.prop -
ལྷ་སྤྱིན་	n.prop -
ལྷ་སྦྱིན་	n.prop -
ལྷ་སྲས་	n.count -
ལྷ་སྲས་ཡབ་	n.count -
ལྷ་སྲིན་	n.count -
ལྷག་	n.count -	v.fut.v.pres -	v.invar -
ལྷག་ཆད་	n.count -
ལྷག་པ	n.v.invar -
ལྷག་པ་	n.v.invar -
ལྷག་པའི་བསམ་པ་བསྐུལབའི་མདོ་	n.prop -
ལྷག་པོ	n.count -
ལྷག་བཅས་ལྷག་མེད་	adj -
ལྷག་བསམ་	n.count -
ལྷག་མ	adj -
ལྷག་མ་	n.count -
ལྷག་མཐོང་	n.count -
ལྷག་མཐོང་གི་ལེའུ་	n.prop -
ལྷག་མའི་བསམ་པ་བསྐུལ་བའི་མདོ་	n.prop -
ལྷག་མེད་	adj -
ལྷག་སྤྱོད་	n.prop -
ལྷགས་	v.invar -
ལྷགས་པ་	n.v.invar -
ལྷན་	n.count -
ལྷན་གྱི་དྲོ་ཤོང་	n.prop -
ལྷན་གྱི་བ་སོ་ཐང་	n.prop -
ལྷན་ཅིག་སྐྱེས་	n.prop -
ལྷམ་	n.count -
ལྷའི་བླ་མ་	n.prop -
ལྷའི་རིག་པ་སེང་གེ་	n.prop -
ལྷའི་ལྷ	n.prop -
ལྷས་བྱིན་	n.prop -
ལྷས་མཁན་	n.count -
ལྷས་ལག་པ་བརྡབས་པ	n.prop -
ལྷུག་པ	n.v.pres -
ལྷུང་	v.invar -
ལྷུང་བ	n.v.invar -
ལྷུང་བ་	n.v.invar -
ལྷུང་བཟེད་	n.count -
ལྷུང་བཟེད་ཆོས་གོས་	n.count -
ལྷུང་བཟེད་དྲི་	n.count -
ལྷུན་	n.count -
ལྷུན་གྲུབ་	adj -
ལྷུམས་	n.count -
ལྷུམས་རྒྱལ་སྲས་	n.count -
ལྷུམས་སུ་འཇུག་	n.count -
ལྷུར་ལེན་	adj -
ལྷོ	n.count -
ལྷོ་	n.count -
ལྷོ་ཕྱོགས་	n.count -
ལྷོ་ཕྱོགས་མཆོད་རྟེན་	n.count -
ལྷོ་ཕྱོགས་རྒྱལ་དབང་	n.count -
ལྷོ་བྲག་	n.prop -
ལྷོ་བྲག་ཁོམ་ཐིང་	n.prop -
ལྷོ་རི་བྱ་རྐང་	n.prop -
ལྷོ་སྒོ	n.count -
ལྷོད་པ་	n.v.invar -
ཤ	skt -
ཤ་	n.mass -
ཤ་ཁྲག་	n.mass -
ཤ་ནའི་གོས་ཅན་	n.prop -
ཤ་མི་	n.prop -
ཤ་མི་ཏ་ཤ་ཏྲུཾ	skt -
ཤ་མི་ཏཱ་ནི	skt -
ཤ་ཟ	n.prop -
ཤ་ཡ་ཏ་	n.prop -
ཤ་སྟག་	d.det -
ཤཀྱ་འཕེལ་	n.prop -
ཤགས་	n.count -
ཤང་ཀ་ར་	n.prop -
ཤང་ཤང་ཏེའུ	n.count -
ཤངས་	n.prop -
ཤངས་ཀྱི་བྱེ་ཕུག་	n.prop -
ཤད་ཀ་ར་དེ་པ་	n.prop -
ཤན་པ་	n.v.past.n.v.pres -
ཤནྟ་རཀྵི་ཏ་	n.prop -
ཤབ་རྩས་	n.prop -
ཤབ་རྩེ་	n.prop -
ཤབ་སྒོ་ལྔའི་ཚོང་བཙུན་ཤེས་རབ་སེང་གེ	n.prop -
ཤམ་ཐབས་གོང་བ་ཅན་	n.count -
ཤམ་ཐབས་ཆེ་ཚད་	n.count -
ཤམ་ཐབས་ཟླུམ་པོ	n.count -
ཤར་	n.count -	n.prop -
ཤར་ནུབ་	n.count -
ཤར་ཕྱོགས་	n.count -
ཤར་ཕྱོགས་པ་	n.count -
ཤར་ཕྱོགས་རྒྱ་མཚོ	n.count -
ཤར་ཕྱོགས་རྒྱལ་པོ་	n.count -
ཤར་བ	n.v.past -
ཤར་སྒོ་	n.count -
ཤས་	d.plural -
ཤཱ་མ་བཱི	n.prop -
ཤཱ་རིའི་བུ	n.prop -
ཤཱ་རིའི་བུ་	n.prop -
ཤཱ་ས་ན་	n.count -
ཤཱ་སྟྲ་	n.count -
ཤཱཀ་	n.prop -
ཤཱཀྱ	n.prop -
ཤཱཀྱ་	n.prop -
ཤཱཀྱ་ཐུབ་	n.prop -
ཤཱཀྱ་ཐུབ་པ	n.prop -
ཤཱཀྱ་ཐུབ་པ་	n.prop -
ཤཱཀྱ་བཤེས་གཉེན་	n.prop -
ཤཱཀྱ་བློ་	n.prop -
ཤཱཀྱ་མུ་ནི་	n.prop -
ཤཱཀྱ་མུ་ནེ་	n.prop -
ཤཱཀྱ་འོད་	n.prop -
ཤཱཀྱ་ལག་ན་བེ་ཅོན་ཅན་	n.prop -
ཤཱཀྱ་ཤྲཱི	n.prop -
ཤཱཀྱ་ཤྲཱི་བྷ་དྲ་	n.prop -
ཤཱཀྱ་ཤྲཱི་ལ་	n.prop -
ཤཱཀྱ་ཤྲཱིས	n.prop -
ཤཱཀྱ་སེང་གེ་	n.prop -
ཤཱཀྱའི་ཏོག་	n.prop -
ཤཱནྟ་རཀྵི་ཏ་	n.prop -
ཤཱནྟི་གརྦྷ་	n.prop -
ཤཱནྟི་གརྦྷ་ཞི་བ་སྙིང་པོ་	n.prop -
ཤཱནྟི་པ	n.prop -
ཤཱནྟི་པ་	n.prop -
ཤཱི་ལ་མཉྫུ་	n.prop -
ཤཱི་ལ་ཤྲཱི་	n.prop -
ཤཱི་ལེནྡྲ་བོ་དྷི་ཚུལ་ཁྲིམས་དབང་པོ་བྱང་ཆུབ་	n.prop -
ཤཱི་ལེརྟྲ་བོ་དྷི་	n.prop -
ཤི	v.past -
ཤི་	v.past -
ཤི་ཀུན་ན་	n.prop -
ཤི་བ	n.v.past -
ཤི་བ་	n.count -	n.v.past -
ཤི་འཕོས་དགའ་ལྡན་	n.count -
ཤི་རི་ཤ་ཀ	n.prop -
ཤི་ལེན་དྲ་བོ་དྷི་	n.prop -
ཤིག	cv.imp -
ཤིག་	cv.imp -	d.indef -	v.imp -
ཤིང་	cv.impf -	n.count -
ཤིང་ཀུན་སྐྱེ་བ་	n.prop -
ཤིང་གཅིག་གི་དཀའ་འགྲེལ་	n.prop -
ཤིང་ཏ་ལ་	n.count -
ཤིང་དྲི་	n.count -
ཤིང་ནྱ་གྲོ་ངྷ་ར་སྐྱོང་	n.count -
ཤིང་ཕོ་བྱི་ལོ་	n.count -
ཤིང་ཕོ་སྤྲེའུ	n.count -
ཤིང་བལ་	n.count -
ཤིང་མོ་གླང་	n.count -
ཤིང་ཚེ	n.count -
ཤིང་རྟ	n.count -
ཤིང་རྟ་	n.count -
ཤིང་ལོ་	n.count -
ཤིང་ཤ་བ	n.prop -
ཤིང་ཤ་ལ་ཞོན་པ་གོ་པཱ་ལ་	n.prop -
ཤིང་སྒྲུབ་བྱེད་	n.count -
ཤིང་སྡོང་	n.count -
ཤིང་སྤུངས་	n.count -
ཤིང་སྤྲོལ་རྒྱ	n.count -
ཤིན་	adv.intense -
ཤིར་ཤ་ཀ་	n.prop -
ཤིས་པ་	n.v.invar -
ཤུ་ལོ་ཀ་	n.count -
ཤུག་	v.pres -
ཤུགས་	n.count -
ཤུད་	v.invar -
ཤུད་པུ་དཔལ་གྱི་སེང་གེ་	n.prop -
ཤུན་པ་	n.count -
ཤུལ་	n.count -
ཤེ་	cl.quot -
ཤེའུ་སྙེ་ནམ་པ	n.prop -
ཤེར་ཕྱིན་	n.prop -
ཤེར་ལེ	n.prop -
ཤེར་སྙིང་	n.prop -
ཤེས	v.invar -	v.past -
ཤེས་	v.aux -	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -	v.pres -
ཤེས་པ	n.v.aux -	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
ཤེས་པ་	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
ཤེས་པ་ཅན་	n.count -
ཤེས་ཕྱིན་	n.prop -
ཤེས་ཕྱིན་སྒོམ་པ་	n.prop -
ཤེས་བྱ	n.count -
ཤེས་བྱ་	n.v.fut -
ཤེས་བྱ་ལམ་	n.count -
ཤེས་བྱེད་	n.count -
ཤེས་རབ	n.count -
ཤེས་རབ་	n.count -
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ	n.prop -
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་	n.prop -
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཕྱིན་པ་	n.prop -
ཤེས་རབ་ཁྲི་པ	n.prop -
ཤེས་རབ་གསང་བ་	n.prop -
ཤེས་རབ་ཅན	adj -
ཤེས་རབ་ཅན་	n.count -
ཤེས་རབ་ཉོན་མོངས་ཤེས་བྱ་	n.count -
ཤེས་རབ་དཔལ་	n.prop -
ཤེས་རབ་བགེགས་	n.count -
ཤེས་རབ་བཟང་	n.prop -
ཤེས་རབ་བརྒྱ་པ	n.prop -
ཤེས་རབ་བརྒྱ་པ་	n.prop -
ཤེས་རབ་འབྱུང་གནས་བློ་གྲོས་	n.prop -
ཤེས་རབ་འབྲིང་	n.prop -
ཤེས་རབ་འོད་	n.count -
ཤེས་རབ་ཡེ་ཤེ་	n.count -
ཤེས་རབ་རྩལ་	n.count -
ཤེས་རབ་སྒྲོན་མེ་	n.prop -
ཤེས་རབ་སྙིང་པོ་	n.prop -
ཤོ་གམ་བསྲུང་བ	n.count -
ཤོ་ལོ་ཀ	n.count -
ཤོག	v.imp -
ཤོག་	v.imp -
ཤོང་རྡོ་རྗེ་རྒྱལ་མཚན་	n.prop -
ཤོང་སྣ་ར་	n.prop -
ཤོད	v.pres -
ཤོས་	v.imp -
ཤཾབྷ་ལ་	n.prop -
ཤྲཀྱ་སྲིད་སྒྲུབ་	n.prop -
ཤྲཱདྡྷ་ཀ་ར་ཝ་རྨྨ་	n.prop -
ཤྲཱདྡྷ་ཀ་ར་ཝརྨྨ་དད་བྱེད་གོ་ཆ་	n.prop -
ཤྲཱི་ན་ལེནྡྲ་	n.prop -
ཤྲཱི་ཛ་ག་ཏ་མི་ཏྲ་ཨ་ནནྟ་	n.prop -
ཤྲཱི་ཧར་ཤ	n.prop -
ས	case.agn -	n.count -	n.rel -
ས་	case.agn -	cv.agn -	n.count -	n.mass -	skt -
ས་གཏན་	n.count -
ས་གཞི	n.count -
ས་གཞི་	n.count -
ས་གཞི་སྲིན་མོ་གན་རྐྱལ་	n.count -
ས་ཆོ་	n.prop -
ས་ཆོག་	n.count -
ས་ཆོས་	n.count -
ས་དཀར་ཅན་	n.prop -
ས་པ	n.count -	n.prop -
ས་ཕུག་	n.prop -
ས་ཕོ་འབྲུག་	n.count -
ས་ཕོ་རྟ་	n.count -
ས་ཕྱོགས་	n.count -
ས་བཅུ་པ	n.count -
ས་བཅུ་པ་	n.count -
ས་བཅུ་པའི་མདོ་	n.prop -
ས་བདག་རྟོག་པ་པོ་	n.count -
ས་བོན་	n.count -
ས་མ་ན	n.prop -
ས་མནྟ་ཤྲཱི་	n.prop -
ས་མཚམས་	n.count -
ས་མལ་ཆ	n.count -
ས་མོ་ཕག་	n.count -
ས་མོ་ཡོས་	n.count -
ས་འཆོ་མ་	n.prop -
ས་འཚོ་མ་	n.prop -
ས་ཡ	num.card -
ས་ར་ཧ་	n.prop -
ས་རྦད་བཙུན་ཆུང་	n.prop -
ས་ལ་མ་	n.prop -
ས་ལའི་ཕོ་ཉ་མོ་	n.prop -
ས་ལུ་ལྗང་པའི་མདོ་ཚིགས་སུ་བཅད་པ་བསྡུས་པ་	n.prop -
ས་སེར་	n.count -
ས་སྐྱ	n.prop -
ས་སྐྱ་པ	n.prop -
ས་སྐྱ་པ་	n.prop -
ས་སྐྱ་པཎྜི་ཏ	n.prop -
ས་སྐྱོང་	n.prop -
ས་སྒྲ་	n.count -
ས་སྒྲོགས་རིས་	n.prop -
ས་སྡེ	n.count -	n.prop -
ས་སྡེ་	n.count -	n.prop -
ས་སྡེ་ལྔ	n.prop -
ས་སྡེ་ལྔ་	n.prop -
ས་སྲུང་སྡེ་	n.prop -
ས་ཧ་པྲ་ཀརྞ་	n.prop -
སང་	adv.temp -
སང་ཀ་ཤ	n.prop -
སང་དགོང་	adv.temp -
སང་ནང་པ	adv.temp -
སང་ཤི	n.prop -
སང་ཤི་	n.prop -
སང་ཤི་ཏ	n.prop -
སངས་	v.invar -	v.past -
སངས་པ	n.v.invar -
སངས་པ་	n.v.fut.n.v.past -
སངས་རྒས་	n.count -
སངས་རྒྱ་བ་	n.count -
སངས་རྒྱལ་	n.count -
སངས་རྒྱས་	n.count -
སངས་རྒྱས་ཀྱི་བཤད་པ	n.prop -
སངས་རྒྱས་ཀྱི་ཞིང་དག་པ་རྡུལ་བྲལ་ཡང་དག་བརྩེགས་སུ་སངས་རྒྱས་ཀུན་གཟིགས་	n.prop -
སངས་རྒྱས་གཟུགས་	n.count -
སངས་རྒྱས་གསང་བ་	n.prop -
སངས་རྒྱས་གསུང་	n.count -
སངས་རྒྱས་ཆོས་	n.count -
སངས་རྒྱས་ཆོས་ཚོགས་ཁམས་	n.count -
སངས་རྒྱས་ཐོད་པ	n.prop -
སངས་རྒྱས་དགེ་སློང་	n.count -
སངས་རྒྱས་ཕྱོགས་	n.prop -
སངས་རྒྱས་བཅོམ་ལྡན་འདས་	n.count -
སངས་རྒྱས་བསྐྱངས་	n.prop -
སངས་རྒྱས་མྱ་ངན་	n.count -
སངས་རྒྱས་ཚུལ་	n.count -
སངས་རྒྱས་ཞིང་	n.count -
སངས་རྒྱས་ཞིང་རྡུལ་	n.count -
སངས་རྒྱས་འབངས་	n.prop -
སངས་རྒྱས་འབྱུང་	n.count -
སངས་རྒྱས་འོད་སྲུངས་	n.prop -
སངས་རྒྱས་ཡེ་ཤེས་ཞབས་	n.prop -
སངས་རྒྱས་ཡོན་ཏན་མཐའ་ཡས་གྲགས་པ	n.prop -
སངས་རྒྱས་རབས་	n.count -
སངས་རྒྱས་རྡོ་རྗེས་རྣམ་པར་གནོན་པ	n.prop -
སངས་རྒྱས་སའི་མདོ་	n.prop -
སངས་རྒྱས་སེམས་ཅན་	n.count -
སངས་རྒྱས་སྐུ་	n.count -
སད་	v.fut.v.pres -	v.invar -
སད་ཀྱི་ལ་སྟེ་ར་	n.prop -
སད་ན་ལེགས་	n.prop -
སད་པ	n.v.invar -
སད་པ་	n.v.invar -
སད་མི་མི་	n.count -
སད་ཛ་ན་	n.prop -
སམ	cv.ques -
སམ་	cv.ques -
སའི་དངོས་གཞི	n.prop -
སའི་སྙིང་པོ་འཁོལ་ལོ་བཅུ་པ	n.prop -
སའི་སྟོད་འགྲེལ་	n.prop -
སར་པ་	adj -	n.count -
སརྦ་གྲ་ཧ་ང་རཱྷ་ནཱ་ནི	skt -
སརྦ་པ་ར་པྲ་བཱ་དཱིན	skt -
སརྦ་མཱ་ར་ཀརྨྨ་ཎི	skt -
སརྦ་མཱ་རཻ	skt -
སརྦྦ་ཛྙཱ་དེ་བ་ཀུན་མཁྱེན་ལྷ་	n.prop -
སརྦྦ་ཛྙཱན་	n.prop -
སརྦྦ་ཝརྨྨ	n.prop -
སརྦྦ་ཝརྨྨ་	n.prop -
སཱ་དྷུ་ཀཱིརྟི་	n.prop -
སཱ་ལ་	n.prop -
སཱུ་ཏྲ་	n.count -
སཱུརྱ་ཀིརྟི་	n.prop -
སིང་ག་	n.prop -
སིང་ག་ལ	n.prop -
སིང་ག་ལ་	n.count -
སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་སིང་ག་ལ་	n.prop -
སིདྡྷོ་ཝརྞ་ས་མཾན་ཡེ་	skt -
སིམ་པ	n.v.invar -
སིལ་སྙན་	n.count -
སིལ་སྙན་གླུ་དབྱངས་	n.count -
སིཾ་ག་ལ	n.prop -
སུ	case.term -	cv.term -	p.interrog -
སུ་	case.term -	cv.term -	p.interrog -	skt -
སུ་ག་ཏ་ཤྲཱི་	n.prop -
སུ་ཎྱེ་ཤྲཱི་	n.prop -
སུ་ན་ཤ་ཏ་	n.prop -
སུ་ནྱ་ཤྲཱི	n.prop -
སུ་ནྱ་ཤྲཱི་	n.prop -
སུ་ནྱ་ཤྲཱི་ལེགས་པར་རིག་པའི་དཔལ་	n.prop -
སུ་པ་	n.count -	skt -
སུ་བྷ་ཥི་ཏ་	n.prop -
སུ་བྷ་ཥི་ཏ་ལེགས་པར་གསུངས་པ་	n.prop -
སུ་བྷཱ་ཥི་ཏ་	skt -
སུ་མ་ཏི་ཀཱི་རྟི་བློ་བཟང་གྲགས་པ་	n.prop -
སུ་མ་ཏི་ཀཱིརྟི་	n.prop -
སུ་མཅུ་རྩ་གསུམ་	n.prop -
སུ་རེནྟྲ་བོ་དྷི་	n.prop -
སུ་རེནྡྲ་བོ་དྷི་ལྷའི་དབང་པོ་བྱང་ཆུབ་	n.prop -
སུག་	n.count -
སུག་ན་	n.prop -
སུན་	v.invar -
སུན་འབྱིན་	n.count -
སུམ་	num.card -	v.pres -
སུམ་ཅུ་པ	n.prop -
སུམ་ཅུ་རྩ་གསུམ་	n.prop -
སུམ་ཅུ་རྩ་གསུམ་པ་	n.count -
སུམ་པ་	n.prop -
སུམ་པ་ཡེ་ཤེས་བློ་	n.prop -
སུམ་པ་ཡེ་ཤེས་བློ་གྲོས་	n.prop -
སུམ་བརྒྱ་པ	n.prop -
སུམ་བརྒྱ་པ་	n.prop -
སུམ་འཕྲང་	n.prop -
སེ་བཙུན་གཞོན་ནུ	n.prop -
སེང་ཁྲི་	n.count -
སེང་གིས་ཞུས་པ་	n.prop -
སེང་གེ	n.count -	n.prop -
སེང་གེ་	n.count -	n.prop -
སེང་གེ་བཙན་པོ	n.prop -
སེང་གེ་བཟང་པོ	n.prop -
སེང་གེ་བཟང་པོ་	n.prop -
སེང་གེ་ལྔ་	n.prop -
སེང་གེའི་གདོང་ཅན	n.prop -
སེང་གེའི་ཟ་འགྲམ་	n.prop -
སེང་གོང་ལྷ་ལུང་	n.prop -
སེང་གོང་ལྷ་ལུང་གཟིགས་	n.prop -
སེང་བཟང་	n.prop -
སེང་ལྡེང་	n.prop -
སེན་ངྷ་བ་	n.prop -
སེམས	n.count -	v.pres -
