།	punc -
ནོམ་པ་	n.v.fut.n.v.pres -
ནོར་	n.count -	n.mass -	v.past -
ནོར་བུ	n.mass -
ནོར་བུ་	n.mass -
ནོར་ཞིང་ཁང་	n.count -
ནོར་ཟང་ཟིང་	n.count -
ནོར་འཁྲུལ་	n.count -
ནོར་སྐལ་	n.count -
ནྱ་གྲོ་ཏ	n.prop -
ནྱ་གྲོ་ཏ་	n.prop -
ནྱ་གྲོ་ཧ་	n.count -
པང་	n.count -
པཎ་ཆེན་	n.count -
པཎྚི་	n.count -
པཎྚི་ཏ་	n.count -
པཎྜི་ཏ	n.count -
པཎྜི་ཏ་	n.count -
པདྨ	n.count -
པདྨ་	n.count -
པདྨ་འདབ་	n.count -
པའ་	dunno -
པས་	case.comp -
པི་ཏྲི་བ	n.prop -
པུ་ལ་ཧ་རི	n.prop -
པུས	n.count -
པེན་ཏ་ཐ	n.prop -
པེན་ཏ་བ	n.prop -
པེན་ཏ་བ་	n.prop -
ཕ	d.dem -
ཕ་	n.count -
ཕ་ཇོ	n.count -
ཕ་ཇོ་	n.count -
ཕ་བུ	n.count -
ཕ་བུ་	n.count -
ཕ་བོང་	n.count -
ཕ་མ་	n.count -
ཕ་ཚན་	n.count -
ཕ་རོལ་	n.count -
ཕ་རྒན་	n.count -
ཕ་རྒྱུད་	n.count -	n.prop -
ཕ་རྒྱུད་གསང་བ་འདུས་པ་	n.prop -
ཕ་སྤུན་	n.count -
ཕག	n.count -
ཕག་བརྔན་	n.count -
ཕངས་	v.invar -
ཕངས་པ་	n.v.invar -
ཕངས་སེམས་	n.count -
ཕན་	n.count -	v.fut.v.pres -	v.invar -	v.past -
ཕན་གནོད་	n.count -
ཕན་ཆད་	adv.dir -
ཕན་ཐོགས་	n.count -
ཕན་ཚུན་	adv.dir -
ཕན་ཡོན་	n.count -
ཕབ	v.past -
ཕབ་པ	n.v.past -
ཕམ་	v.fut.v.past -
ཕལ་	n.count -
ཕལ་ཆེ	adj -
ཕུ	n.count -
ཕུ་ལ་ཧ་རི	n.prop -
ཕུ་ལ་ཧ་རི་	n.prop -
ཕུག་	dunno -
ཕུག་རོན་	n.count -
ཕུགས་	n.count -
ཕུང་	v.past -
ཕུང་པོ	n.count -
ཕུང་པོ་	n.count -
ཕུང་པོ་ཁམས་	n.count -
ཕུད་	n.count -
ཕུན་སུམ་ཚོགས་པ	adj -
ཕུན་སུམ་ཚོགས་པ་	adj -
ཕུར་པ་	n.count -
ཕུལ	v.past -
ཕུལ་	n.count -	v.imp -	v.past -
ཕུལ་བ	n.v.past -
ཕུལ་བ་	n.v.past -
ཕེབས	v.invar -
ཕེབས་	v.fut.v.pres -	v.invar -	v.past.v.pres -
ཕེབས་པ	n.v.invar -	n.v.past -
ཕེབས་པ་	n.v.invar -
ཕོ་	n.count -
ཕོ་གནས་	n.count -
ཕོ་ཉ་	n.count -
ཕོ་ཉ་མོ	n.count -
ཕོ་བྲང་	n.count -
ཕོ་མོ་	n.count -
ཕོ་འདྲེ་	n.count -
ཕོ་རོག་དཔུང་དཀར་	n.prop -
ཕོག་	v.past.v.pres -
ཕོངས་	v.invar -
ཕོངས་པ་	n.v.invar -
ཕོངས་མེད་	adj -
ཕོངས་སེམས་	n.count -
ཕོད	v.past -
ཕོད་	v.aux -
ཕོད་པ	n.v.past -
ཕྱག་	n.count -
ཕྱག་གཡས་	n.count -
ཕྱག་ཆེན་	n.count -
ཕྱག་ཆེན་གཅེར་མཐོང་ངོ་སྤྲོད་	n.count -
ཕྱག་ཐལ་	n.count -
ཕྱག་དཔེ	n.count -
ཕྱག་དཔེ་	n.count -
ཕྱག་དབང་	n.count -
ཕྱག་ཕྱི	n.count -
ཕྱག་ཕྱི་	n.count -
ཕྱག་ཕྱི་བ་	n.count -
ཕྱག་མཆོད་	n.count -
ཕྱག་མཚན་རྒྱན་	n.count -
ཕྱག་མཚན་རྡོ་རྗེ་དྲིལ་བུ་	n.count -
ཕྱག་ཞབས་	n.count -
ཕྱག་རྒྱ	n.count -
ཕྱག་རྒྱ་	n.count -
ཕྱག་རྒྱ་ཆེ	n.count -
ཕྱག་རྒྱ་ཆེན་པོ་ཐིག་ལེ	n.prop -
ཕྱག་རྒྱ་མ་	n.count -
ཕྱག་རྟགས་	n.count -
ཕྱག་རྫས་	n.count -
ཕྱག་ལེན་	n.count -
ཕྱག་ལེན་ལས་ཚོགས་	n.count -
ཕྱག་སོར་	n.count -
ཕྱག་སྡིགས་མཛུབ་	n.count -
ཕྱི	adv.temp -	d.dem -	n.rel -
ཕྱི་	adv.temp -	d.dem -	n.count -	n.rel -
ཕྱི་ནང་	n.count -
ཕྱི་ནང་གྲུབ་མཐའ་	n.count -
ཕྱི་ནང་སྒྱུ་མ	n.count -
ཕྱི་ནང་སྒྲུབ་ཐབས་	n.count -
ཕྱི་ནུབ་	adv.temp -
ཕྱི་ཕྱག་	n.count -
ཕྱི་བ	n.count -
ཕྱི་བཞིན་	n.rel -
ཕྱི་མ	adj -
ཕྱི་མ་	adj -
ཕྱི་མིག་	n.count -
ཕྱི་མོ་	n.count -
ཕྱི་འགྲོགས་	dunno -
ཕྱི་འཆར་	n.count -
ཕྱི་འདོད་ཡོན་	n.count -
ཕྱི་འབབ་	dunno -
ཕྱི་ཤུན་	n.count -
ཕྱི་སྐུ་	n.count -
ཕྱིན	v.past -
ཕྱིན་	v.past -
ཕྱིན་ཆད་	adv.dir -
ཕྱིན་པ	n.v.past -
ཕྱིན་པ་	n.v.past -
ཕྱིན་བ	n.v.past -
ཕྱིན་བ་	n.v.past -
ཕྱིས	adv.temp -
ཕྱིས་	v.imp -	v.past -
ཕྱུག་པ་	n.v.invar -
ཕྱུག་རྫི་	n.count -
ཕྱུགས་ནད་	n.count -
ཕྱུགས་རྫི་	n.count -
ཕྱུང་	v.past -
ཕྱེ	v.past -
ཕྱེ་	v.past -
ཕྱེ་བ	n.v.past -
ཕྱེད	v.invar -
ཕྱེད་	n.count -	num.card -	v.fut.v.pres -
ཕྱེད་པ	n.v.fut.n.v.pres -
ཕྱེད་མ	n.count -
ཕྱོགས	n.rel -
ཕྱོགས་	n.count -	n.rel -
ཕྱོགས་མེད་	adj -
ཕྱོགས་རིས་	n.count -
ཕྱོད་	dunno -
ཕྲག་	n.count -	num.card -
ཕྲག་དོག་	n.count -
ཕྲད་	v.past -
ཕྲད་པ	n.v.past -
ཕྲད་པ་	n.v.fut.n.v.past -
ཕྲན་ཚེགས་	adj -
ཕྲལ	v.invar -
ཕྲལ་	cv.odd -
ཕྲལ་རྫས་	n.count -
ཕྲིན་ལས་	n.count -
ཕྲུ་གུ་	n.count -
ཕྲུག་གུ་	n.count -
ཕྲེང་བ་	n.count -
བ་གླང་	n.count -
བ་དན་	n.count -
བ་རང་ཝ་བ་ཅན་	n.prop -
བ་སྤུ་	n.mass -
བཀང་	v.past -
བཀའ་	n.count -
བཀའ་གནང་	n.count -
བཀའ་གྲོས་	n.count -
བཀའ་དྲིན་	n.count -
བཀའ་དྲིན་ཅན	adj -
བཀའ་དྲིན་ཅན་	adj -
བཀའ་ནོན་	n.count -
བཀའ་བཀྱོན་	n.count -
བཀའ་བབས་	n.count -
བཀའ་མཆིད་	n.count -
བཀའ་ཞལ་	n.count -
བཀའ་རྒྱ	n.count -
བཀའ་རྒྱ་	n.count -
བཀའ་ལུང་	n.count -
བཀའ་སྲོལ་	n.count -
བཀལ་	v.past -
བཀུག་	v.fut.v.past -
བཀུག་པ་	n.v.fut.n.v.past -
བཀུར་བ	n.v.fut.n.v.pres -
བཀོད	v.past -
བཀོད་	v.past -
བཀོད་པ	n.v.past -
བཀོད་པ་	n.v.past -
བཀྱེ་བ་	n.v.fut.n.v.past -
བཀྲ	v.past.v.pres -
བཀྲ་ཤིས་	n.count -
བཀྲ་ཤིས་པ	n.count -
བཀྲ་ཤིས་མངའ་གསོལ་	n.count -
བཀྲ་ཤིས་ལུང་བསྟན་	n.prop -
བཀྲག་	dunno -
བཀྲམ་	v.past -
བཀྲིས་	n.count -
བཀྲིས་མངའ་གསོལ་	n.count -
བཀྲེས་པ	n.v.invar -
བཀྲོལ་	v.past -
བག་ཆགས་	n.count -
བག་ཚ་	n.count -
བག་ཟོན་	adj -
བགས་ཆགས་	n.count -
བགེགས་	n.count -
བགོས་	v.past -
བགྱི་བ་	n.v.fut -
བགྱིད	v.pres -
བགྱིད་	v.pres -
བགྱིད་པ	n.v.pres -
བགྱིད་པ་	n.v.pres -
བགྱིས	v.past -
བགྱིས་	v.past -
བགྱིས་པ	n.v.past -
བགྱིས་པ་	n.v.past -
བགྲེས་	v.invar -
བགྲོ་གླེང་	n.count -
བགྲོད	v.invar -
བགྲོད་	v.invar -
བགྲོད་གླེང་	n.count -
བགྲོད་པ	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
བགྲོད་པ་	n.v.invar -
བང་	n.count -
བཅད	v.past -
བཅད་	v.past -
བཅད་པ	n.v.past -
བཅའ་འཕྲང་	n.count -
བཅའ་འབང་	dunno -
བཅས	v.invar -
བཅས་	d.det -	v.invar -
བཅས་པ	n.v.invar -
བཅས་པ་	n.v.invar -
བཅིངས	v.past -
བཅིངས་	v.past -
བཅུ	num.card -
བཅུ་	num.card -
བཅུ་གསུམ་མ	adj -
བཅུ་པོ་	num.card -
བཅུག	v.past -
བཅུག་	v.past -
བཅུག་པ	n.v.past -
བཅུག་པ་	n.v.past -
བཅུད་	n.count -
བཅུད་ལེན་	n.count -
བཅོ་	num.card -
བཅོ་ལྔ་མ	adj -
བཅོམ་པ	n.v.fut.n.v.past -
བཅོམ་ལྡན་	n.count -
བཅོམ་ལྡན་འདས་	n.count -
བཅོལ་	v.fut.v.past -
བཅོལ་དམ་	n.count -
བཅོལ་ལས་	n.count -
བཅོས་	v.fut.v.past -	v.past -
བཏགས	v.past -
བཏགས་	v.past -
བཏང་	v.past -
བཏང་བ	n.v.past -
བཏང་བ་	n.v.past -
བཏབ	v.past -
བཏབ་	v.past -
བཏབ་པ	n.v.past -
བཏབ་པ་	n.v.past -
བཏབ་བ	n.v.past -
བཏིང་	v.past -
བཏུབ	v.past -
བཏུབ་	v.fut.v.pres -
བཏུལ་བ	n.v.past -
བཏེག་	v.past -
བཏེགས་	v.past -
བཏོན	v.past -
བཏོན་	v.past -
བདག	p.pers -
བདག་	n.count -	p.pers -	p.refl -	v.fut.v.pres -
བདག་ཅག་	p.pers -
བདག་ཉིད་ཅན	n.count -
བདག་དོན་	n.count -
བདག་པོ་	n.count -
བདག་མེད་མ	n.prop -
བདག་མེད་མ་	n.prop -
བདག་ལྟ	n.count -
བདར	v.invar -
བདུད་	n.count -
བདུད་མོ་	n.count -
བདུད་རྩི	n.count -
བདུད་རྩི་	n.count -
བདུད་སྡེ་	n.count -
བདུན	num.card -
བདུན་	num.card -
བདུན་པ་	num.ord -
བདུན་པོ་	num.card -
བདུན་མ	adj -
བདེ	v.fut.v.pres -	v.invar -
བདེ་	n.count -	v.fut.v.pres -	v.invar -	v.past -
བདེ་གཤེགས་	n.count -
བདེ་གཤེགས་བླ་མ་	n.count -
བདེ་གསལ་	n.count -
བདེ་གསལ་མི་རྟོག་	n.count -
བདེ་ཆེན་	n.count -
བདེ་ཆེན་མཁའ་སྤྱོད་གནས་	n.count -
བདེ་དྲོད་	n.count -
བདེ་བ	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
བདེ་བ་	n.v.invar -
བདེ་བ་ཆེ	adj -
བདེ་བླག་	adj -
བདེ་མཆོག་	n.prop -
བདེ་མཆོག་འཁོར་ལོ	n.prop -
བདེ་མཆོག་རྒྱུད་རྒྱལ་	n.prop -
བདེ་སྐྱིད་	n.count -
བདེ་སྐྱིད་སྨོན་ལམ་བཀྲ་ཤིས་	n.count -
བདེ་སྟོང་	n.count -
བདེ་སྟོང་གསལ་	n.count -
བདེན	v.invar -
བདེན་	n.count -	v.fut.v.pres -	v.invar -
བདེན་པ་	n.v.past.n.v.pres -
བདེན་མེད་	adj -
བདེན་རྫུན་	n.count -
བདོག	v.invar -
བདོག་	v.fut.v.pres -
བདོས་	dunno -
བན་ཆུང་	n.count -
བན་དེ་	n.count -
བན་དྷེ་	n.count -
བན་བཙུན་	n.count -
བབ་	v.fut.v.past -
བབ་པ	n.v.past -
བབས	v.past -
བབས་	v.past -
བབས་པ	n.v.past -
བབས་པ་	n.v.past -
བམ་	cv.ques -
བཙན་པ	n.v.past.n.v.pres -
བཙལ	v.fut.v.past -
བཙལ་	v.fut -	v.past -
བཙལ་བ	n.v.fut -
བཙལ་བ་	n.v.fut -
བཙུགས	v.past -
བཙུགས་	v.past -
བཙུན་པ	n.v.past.n.v.pres -
བཙུན་མ་	adj -
བཙུན་མོ་	n.count -
བཙུམས་	v.past -
བཙོན་	n.count -
བཙོལ་	v.past -
བཙོལ་བ་	n.v.past -
བཛངས་པ་	n.v.past -
བཞག	v.past -
བཞག་	v.past -
བཞག་པ	n.v.past -
བཞག་པ་	n.v.past -
བཞག་ས་	n.v.past.n.v.pres -
བཞད་	v.past.v.pres -
བཞད་པ	n.v.invar -
བཞི	num.card -
བཞི་	num.card -
བཞི་པ	num.ord -
བཞི་པ་	num.ord -
བཞིང་	dunno -
བཞིན	n.rel -
བཞིན་	n.count -	n.rel -
བཞིན་པ	n.rel -
བཞུགས	v.imp -	v.invar -
བཞུགས་	dunno -	v.fut.v.pres -	v.invar -	v.past.v.pres -
བཞུགས་གནས་	n.count -
བཞུགས་པ	n.v.invar -	n.v.past -
བཞུགས་པ་	n.v.invar -
བཞུགས་ཚུལ་	n.v.invar -
བཞུགས་རྩིས་	n.v.invar -
བཞུགས་ས	n.v.invar -
བཞུད་	v.imp -
བཞེངས་	n.prop -	v.imp -	v.past -
བཞེངས་པ	n.v.past -
བཞེངས་པ་	n.v.past -
བཞེད	v.invar -
བཞེད་	v.invar -
བཞེད་གཞུང་	n.count -
བཞེད་དགོངས་	n.count -
བཞེད་པ	n.v.invar -
བཞེད་པ་	n.v.invar -
བཞེས	v.imp -	v.invar -
བཞེས་	v.imp -	v.invar -	v.past -	v.past.v.pres -
བཞེས་པ	n.v.invar -
བཞེས་པ་	n.v.fut.n.v.pres -	n.v.invar -
བཟང་	dunno -	v.invar -
བཟང་ངན་རང་གྲོལ་	n.count -
བཟང་དྲུག་ཕལ་	n.count -
བཟང་པོ	adj -	n.prop -
བཟང་པོ་	adj -
བཟང་བ་	n.v.invar -
བཟང་ལྡན་	n.prop -
བཟང་ས་	n.v.invar -
བཟའ་གཏད་	n.count -
བཟའ་བཏུང་	n.mass -
བཟའ་བཏུང་ཕལ་	n.count -
བཟི་བ	n.v.invar -
བཟུང་	v.imp -	v.past -
བཟུང་བ	n.v.past -
བཟུང་བ་	n.v.past -
བཟོད་	v.past -
བཟོད་གླགས་	n.count -
བཟོད་པ	n.v.invar -	n.v.past -
བཟོད་བརླག་	adj -
བཟླས་	v.fut.v.past -
བཟླས་པ་	n.v.fut.n.v.past -
བཟློ	v.fut -
བར་	d.dem -	n.rel -
བར་ཆད་	n.count -
བར་ཆད་བདུད་	n.count -
བར་དོ	n.count -
བར་དོ་	n.count -
བར་པ	adj -
བར་པ་	n.count -
བར་སྣང་	n.count -
བརྐྱང་	v.fut -
བརྐྱང་ཕྱག་	n.count -
བརྒལ	v.fut.v.past -
བརྒྱ	num.card -
བརྒྱ་	adv.temp -	num.card -
བརྒྱ་པ་	num.ord -
བརྒྱགས་	n.count -
བརྒྱད	num.card -
བརྒྱད་	num.card -
བརྒྱད་པ་	num.ord -
བརྒྱད་ལྡན་	adj -
བརྒྱན	v.fut.v.past -
བརྒྱན་པ	n.v.past -
བརྒྱལ	v.invar -
བརྒྱལ་བ་	n.v.fut.n.v.pres -
བརྒྱུད་པ	n.v.invar -
བརྒྱུད་པ་	n.v.invar -
བརྒྱུད་ཚུལ་	n.v.invar -
བརྒྱུད་འཛིན་	n.count -
བརྔན་པ་	n.v.past -
བརྗེད	v.invar -
བརྗེད་	v.past -
བརྗེད་པ	n.v.past -
བརྗེས	v.past -
བརྗོང་མེད་	adj -
བརྗོད་	v.fut -	v.fut.v.past -	v.past -
བརྗོད་པ་	n.v.fut.n.v.past -
བརྗོད་མེད་	adj -
བརྗོད་མེད་འོད་གསལ་	n.count -
བརྙས་པ	n.v.past -
བརྙེས	v.fut.v.past -
བརྙེས་	v.fut.v.past -
བརྙེས་པ	n.v.fut.n.v.past -
བརྙེས་པ་	n.v.fut.n.v.past -
བརྟག་	v.fut.v.past -
བརྟག་པ་	n.v.fut.n.v.past -
བརྟན	v.fut -
བརྟན་	v.fut.v.pres -	v.invar -
བརྟན་པ	n.v.past -
བརྟན་པ་	n.v.past -
བརྟན་བརྟན་	adj -
བརྟུལ་ཞུགས་	n.count -
བརྟུལ་ཤུགས་	n.count -
བརྟེན	v.fut.v.past -
བརྟེན་	v.fut.v.past -	v.past -
བརྟེན་པ	n.v.past -
བརྟེན་པ་	n.v.past -
བརྡ	n.count -
བརྡ་	n.count -
བརྡ་དོན་	n.count -
བརྡ་བསྐུལ་	n.count -
བརྡ་ཚིག་	n.count -
བརྡ་འགྲོལ་	n.count -
བརྡ་སྐད་	n.count -
བརྡབས་པ	n.v.past -
བརྡབས་པ་	n.v.past -
བརྡུང་བ་	n.v.fut -
བརྡེག་	v.pres -
བརྡེག་གྲབས་	n.v.fut -
བརྩི	v.fut -
བརྩི་	v.fut -
བརྩེ་བ	n.v.invar -
བརྩེ་བདུངས་	n.count -
བརྩོན་པ	n.v.past.n.v.pres -
བརྩོན་འགྲུས་	n.count -
བརྫངས	v.past -
བརྫངས་	v.past -
བརྫི་བ	n.v.fut -
བརླ་ཕྲ་སྦོམ་	n.count -
བརླབ་པ	n.v.fut -
བརླབ་པ་	n.v.fut -
བརླབས	v.past -
བརླབས་	v.past -
བརླབས་པ	n.v.past -
བརླབས་པ་	n.v.past -
བརླབས་བ	n.v.past -
བརློབས	v.imp -
བལ་པོ	n.prop -
བལ་པོ་	n.prop -
བལ་པོ་ཕམ་མཐིང་	n.prop -
བལ་པོ་བ་	n.count -
བལ་བོད་	n.prop -
བལ་ཡུལ་	n.prop -
བལ་རྒྱ་	n.prop -
བལ་སྐད་	n.count -
བལྟ	v.fut -
བལྟ་	v.fut -
བལྟ་བ	n.v.fut -
བལྟ་བ་	n.v.fut -
བལྟ་རྟོགས་	n.count -
བལྟས་	v.past -
བལྟས་པ	n.v.past -
བལྟས་པ་	n.v.past -
བལྡགས་པ	n.v.past -
བཤགས	v.invar -
བཤད	v.fut.v.past -
བཤད་	v.fut.v.past -	v.past -
བཤད་པ	n.v.fut.n.v.past -
བཤད་པ་	n.v.fut.n.v.past -
བཤད་རྒྱུད་	n.count -
བཤད་རྒྱུད་ཚིག་	n.count -
བཤམས	v.past -
བཤམས་	v.past -
བཤམས་པ	n.v.past -
བཤའ་གྲབས་	n.v.fut.n.v.pres -
བཤས་པ	n.v.past -
བཤུགས་གླུ	n.count -
བཤུམ་	v.fut.v.pres -
བཤུམས	v.past -
བཤུམས་	v.past -
བཤུམས་པ	n.v.past -
བཤུལ་	n.count -
བཤུལ་རིངས་ལམ་	n.count -
བཤེས་གཉེན་	n.count -
བཤོལ་	n.count -
བཤོལ་འདེབས་	n.count -
བཤོས་	v.imp -
བས་	case.comp -
བསགས་པ	n.v.past -
བསངས་	v.past -
བསད	v.past -
བསད་	v.past -
བསབས་པ	n.v.past -
བསམ	v.fut -
བསམ་	n.count -	v.fut -
བསམ་གཏན་	n.count -
བསམ་ངན་	n.count -
བསམ་པ་	n.v.fut -
བསམ་རྟོག་	n.count -
བསམ་ལོག་	n.count -
བསམ་སྦྱོར་	n.count -
བསམས་	v.past -
བསམས་པ	n.v.past -
བསམས་པ་	n.v.past -
བསལ	v.fut.v.past -
བསལ་	v.fut.v.past -	v.past -
བསིལ་	v.fut.v.pres -	v.invar -	v.past.v.pres -
བསིལ་གྲིབ་	n.count -
བསིལ་གྲུབ་	n.count -
བསུ	v.fut.v.pres -
བསུ་	n.count -	v.fut.v.pres -	v.pres -
བསུ་བ་	n.v.fut.n.v.pres -
བསུ་མ་	n.count -
བསུ་མི་	n.v.fut.n.v.pres -
བསུ་སྐྱེལ་	n.count -
བསེར་བུ་	n.count -
བསོ་	v.fut -
བསོད་ནམས་	n.count -
བསོས་	v.past -
བསྐལ་པ་	n.count -
བསྐུར	v.fut.v.past -
བསྐུར་	v.fut.v.past -	v.imp -	v.past -
བསྐུར་བ	n.v.fut -	n.v.past -
བསྐུར་བ་	n.v.fut.n.v.pres -
བསྐུལ	v.fut.v.past -
བསྐུལ་	v.fut.v.past -	v.past -
བསྐུལ་བ	n.v.fut -
བསྐུལ་འདེད་	n.count -
བསྐོར	v.fut.v.past -
བསྐོར་	v.fut -	v.past -
བསྐོར་བ	n.v.fut -
བསྐོར་བ་	n.v.fut -
བསྐོར་བཞིག་	dunno -
བསྐོར་ཚེ་	adv.temp -
བསྐྱང་	v.fut -
བསྐྱངས	v.past -
བསྐྱངས་པ	n.v.past -
བསྐྱབ་	v.fut -
བསྐྱར་	v.fut.v.past -
བསྐྱར་བ་	n.v.fut -
བསྐྱལ	v.fut.v.past -
བསྐྱལ་	v.past -
བསྐྱས་	v.past -
བསྐྱིལ	v.fut.v.past -
བསྐྱིལ་	v.fut.v.past -
བསྐྱུར	v.fut.v.past -
བསྐྱུར་	v.past -
བསྐྱུར་བ་	n.v.fut -
བསྐྱེད	v.fut.v.past -
བསྐྱེད་	v.fut.v.past -	v.past -
བསྐྱེད་པ	n.v.fut.n.v.past -
བསྐྱེད་པ་	n.v.fut.n.v.past -
བསྐྱེད་རྫོགས་	n.count -
བསྐྱེད་རྫོགས་ཟུང་འཇུག་མ་	n.count -
བསྐྱོད་	v.fut.v.past -
བསྐྱོན་	v.fut.v.past -	v.past -
བསྐྱོན་པ	n.v.past -
བསྐྱོར	v.fut.v.past -
བསྒོམ་	v.fut -
བསྒོམ་པ	n.v.fut -
བསྒོམ་རྒྱུ་	n.v.fut -
བསྒོམས	v.imp -	v.past -
བསྒོམས་པ	n.v.past -
བསྒོམས་པ་	n.v.past -
བསྒྱུར	v.fut.v.past -
བསྒྱུར་	v.fut -	v.fut.v.past -	v.past -
བསྒྱུར་བ	n.v.fut -
བསྒྲལ་བ	n.v.past -
བསྒྲིགས	v.past -
བསྒྲིགས་	v.past -
བསྒྲིབས	v.past -
བསྒྲིབས་	v.past -
བསྒྲིམས	v.past -
བསྒྲིལ་	v.past -
བསྒྲིལ་བ	n.v.fut -
བསྒྲུབ་	v.fut -
བསྒྲུབ་པ	n.v.fut -
བསྒྲུབ་པ་	n.v.fut.n.v.past -
བསྒྲུབས	v.past -
བསྒྲུབས་	v.past -
བསྒྲུབས་པ	n.v.past -
བསྒྲེས་པ་	n.v.past -
བསྔོ	v.fut -
བསྔོ་བ་	n.v.fut -
བསྙིལ	v.fut.v.past -
བསྙུང་གཞི་	n.count -
བསྙུང་བ	n.v.invar -
བསྙུང་བ་	n.v.invar -
བསྙུང་ཚུལ་	n.v.fut -
བསྙེན་བཀུར་	n.count -
བསྙེན་སྒྲུབ་	n.count -
བསྙེལ་	v.invar -
བསྙེལ་གསོ་	n.count -
བསྟན	v.fut.v.past -
བསྟན་	n.count -	v.fut -	v.fut.v.past -	v.past -
བསྟན་པ	n.v.past -
བསྟན་པ་	n.v.past -
བསྟན་བཅོས་	n.count -
བསྟན་ཚུལ་	n.v.fut.n.v.past -
བསྟན་སྲུངས་	n.count -
བསྟེན	v.fut.v.past -
བསྟེན་	v.fut -	v.fut.v.past -	v.past -
བསྟེན་པ	n.v.past -
བསྟེན་པ་	n.v.past -
བསྟོད	v.invar -
བསྟོད་པ	n.v.invar -
བསྟོད་པ་	n.v.invar -
བསྡད	v.fut.v.past -
བསྡད་	v.fut.v.past -	v.past -
བསྡད་པ	n.v.fut.n.v.past -
བསྡད་པ་	n.v.fut.n.v.past -
བསྡད་བ	n.v.fut.n.v.past -
བསྡམས	v.past -
བསྡམས་	v.past -
བསྡུས་	v.past -
བསྡུས་པ	n.v.past -
བསྡུས་པ་	n.v.past -
བསྡེབས་	v.past -
བསྡོས	v.past -
བསྡོས་	v.past -
བསྣད་	v.fut.v.past -
བསྣམས	v.past -
བསྣམས་	v.past -
བསྣུན་པ	n.v.past -
བསྣུན་པ་	n.v.past -
བསྲིངས་	v.past -
བསྲུང་	v.fut -
བསྲུང་བ	n.v.fut -
བསྲུང་བ་	n.v.fut -
བསྲུང་འཁོར་	n.count -
བསྲུངས	v.imp -
བསྲེ་	n.count -	v.fut -
བསྲེ་བ་	n.v.fut -
བསྲེ་བ་རོ་སྙོམས་	n.count -
བསྲེ་འཕོ	n.count -
བསྲེ་འཕོ་	n.count -
བསྲེ་འཕོ་མཚམས་སྦྱོར་	n.count -
བསྲེ་འཕོ་སྐོར་	n.count -
བསྲེགས	v.past -
བསླབ་བྱ་	n.v.fut -
བསླབ་བྱ་ལམ་ཡིག་	n.count -
བསླབས	v.past -
བསླབས་	v.past -
བསླབས་པ	n.v.past -
བསླབས་པ་	n.v.past -
བསླབས་ཚུལ་	n.v.past -
བསླུ་	v.fut -
བསླུ་ཁྲིད་	n.count -
བི་ལཾ་ཏ་པ་	n.prop -
བུ	n.count -
བུ་	n.count -
བུ་གུ་ཧ་རེ་	adj -
བུ་ཆུང་	n.count -
བུ་ཆེན་	n.count -
བུ་མོ་	n.count -
བུ་སློབ་	n.count -
བུང་བ་	n.count -
བུད་མེད་	n.count -
བུད་ཤིང་	n.count -
བུདྡྷ	n.count -
བུབ་	n.count -
བུམ་	n.count -
བུམ་ཅན་	adj -
བུམ་པ་	n.count -
བེམ་པོ	n.count -
བེར་	n.count -
བེར་དཀར་	n.count -
བོ་	cv.fin -
བོགས་	n.count -
བོགས་འདོན་	n.count -
བོངས་	n.count -
བོད་	n.prop -
བོད་དབུས་གཙང་	n.prop -
བོད་པ་	n.count -
བོད་ཡུལ་	n.prop -
བོད་ཡུལ་དབུས་	n.prop -
བོད་ཡུལ་ལྷོ་བྲག་	n.prop -
བོད་སྐད་	n.count -
བོར	v.past -
བོར་	v.imp -	v.past -
བོར་བ་	n.v.fut.n.v.pres -
བོལ་ནུབ	n.count -
བོས	v.past -
བོས་	v.past -
བོས་པ་	n.v.past -
བྱ	n.count -	v.fut -
བྱ་	n.count -	v.fut -
བྱ་ཐབས་	n.v.fut -
བྱ་དགའ་	n.count -
བྱ་ན་	n.count -
བྱ་བ	n.v.fut -
བྱ་བ་	n.v.fut -
བྱ་ཟེ་	n.prop -
བྱ་འཕུར་	n.count -
བྱ་ར	n.count -
བྱ་ལམ་	n.count -
བྱང་	n.count -	n.rel -
བྱང་ཁ་སྣ་	n.prop -
བྱང་ཁོག་	n.count -
བྱང་ཆུབ་	n.count -
བྱང་ཆུབ་གསུང་ལམ་	n.count -
བྱང་ཆུབ་བཀྲ་ཤིས་	n.count -
བྱང་ཆུབ་རྒྱལ་པོ་	n.prop -
བྱང་ཆུབ་སེམས་	n.count -
བྱང་ཆུབ་སེམས་དཔའ་	n.count -
བྱང་ཆུབ་སྒྲུབ་	n.count -
བྱང་ཆུབ་སྙིང་པོ	n.count -
བྱང་ཕྱོགས་	n.count -
བྱང་སྦྲ་ཁྱིམ་པ་	n.count -
བྱམས་	n.count -
བྱམས་སྙིང་རྗེ་	n.count -
བྱས	v.past -
བྱས་	v.past -
བྱས་པ	n.v.past -
བྱས་པ་	n.v.past -
བྱས་ཚུལ་	n.v.past -
བྱིང་བ་	n.v.past.n.v.pres -
བྱིན	v.past -
བྱིན་	n.count -	v.imp -	v.past -
བྱིན་པ	n.v.past -
བྱིན་པ་	n.v.past -
བྱིན་བརླབས་	n.count -
བྱིན་རླབས་	n.count -
